id,title,release_year,age_certification,runtime,imdb_id,imdb_score,imdb_votes,is_best_movie_by_year,is_best_movie,is_best_show_by_year,is_best_show
tm38013,Players,2012,,165,tt1784589,4.2,4490,0,0,0,0
tm93612,Bleach the Movie: Hell Verse,2010,PG-13,94,tt1785394,7.4,2416,0,0,0,0
tm57610,Talaash,2012,,149,tt1787988,7.3,41752,0,1,0,0
tm1166429,Whindersson Nunes: My Own Show!,2022,,63,tt17887288,7.1,186,0,0,0,0
tm169422,Her,2013,R,126,tt1798709,8.0,586679,0,1,0,0
tm365122,Benji,2018,PG,87,tt1799516,6.3,4544,0,0,0,0
ts9246,Blue Exorcist,2011,TV-14,24,tt1799631,7.5,12741,0,0,0,1
tm178555,I Am Kalam,2010,G,88,tt1805263,8.0,4166,0,0,0,0
tm1171107,Surviving Paradise: A Family Tale,2022,,78,tt18059108,7.5,551,0,0,0,0
ts38159,Wakfu,2008,TV-Y7,22,tt1807824,8.1,1469,0,0,0,0
ts329699,The Andy Warhol Diaries,2022,TV-MA,66,tt18082212,7.7,1496,0,0,0,0
tm1168932,Taylor Tomlinson: Look at You,2022,,60,tt18096250,7.3,1707,0,0,0,0
ts20556,Teen Mom 2,2011,TV-14,41,tt1821220,4.5,28,0,0,0,0
tm154797,The Nut Job,2014,PG,85,tt1821658,5.7,28295,0,0,0,0
ts329700,Life After Death with Tyler Henry,2022,TV-MA,43,tt18224644,5.5,522,0,0,0,0
tm39313,A Perfect Ending,2012,,110,tt1823059,5.7,4308,0,0,0,0
tm143085,Chappie,2015,R,120,tt1823672,6.8,247192,0,0,0,0
tm172710,We Steal Secrets: The Story of WikiLeaks,2013,R,162,tt1824254,6.9,7873,0,0,0,0
ts329711,"Love, Life & Everything in Between",2022,TV-14,27,tt18253682,5.3,65,0,0,0,0
ts311987,Bad Vegan: Fame. Fraud. Fugitives.,2022,TV-MA,52,tt18260538,5.8,2062,0,0,0,0
ts329885,Standing Up,2022,TV-MA,46,tt18260550,6.2,133,0,0,0,0
tm162592,Asmaa,2011,,96,tt1826603,8.1,4445,0,0,0,0
ts20564,New Girl,2011,TV-14,21,tt1826940,7.7,216209,0,0,0,1
ts331449,Hei$t: The Great Robbery of Brazil's Central Bank,2022,TV-14,61,tt18274172,6.3,193,0,0,0,0
ts330422,Team Zenko Go,2022,TV-Y,20,tt18274176,7.2,21,0,0,0,0
tm1160938,Adam by Eve: A Live in Animation,2022,PG-13,58,tt18274178,6.5,173,0,0,0,0
ts330012,Eternally Confused and Eager for Love,2022,TV-MA,23,tt18274188,6.7,1302,0,0,0,0
ts292662,Johnny Hallyday: Beyond Rock,2022,TV-14,35,tt18274456,7.0,94,0,0,0,0
tm1174856,Chappelle's Home Team - Earthquake: Legendary,2022,R,36,tt18278666,6.7,414,0,0,0,0
ts330425,The Principles of Pleasure,2022,TV-MA,51,tt18299058,4.7,64,0,0,0,0
ts33338,Top Boy,2011,TV-MA,48,tt1830379,8.4,22420,0,0,0,1
tm924991,Death of Me,2020,R,95,tt1830643,4.4,6041,0,0,0,0
ts330402,Is It Cake?,2022,TV-PG,38,tt18314214,5.7,465,0,0,0,0
tm1174920,Jeff Foxworthy: The Good Old Days,2022,,60,tt18314220,6.1,374,0,0,0,0
tm1174919,Mike Epps: Indiana Mike,2022,,58,tt18314226,6.6,2279,0,0,0,0
ts21580,Longmire,2012,TV-14,53,tt1836037,8.3,34362,0,0,0,1
tm180532,Shaitan,2011,PG-13,126,tt1836912,7.3,8414,0,0,0,0
ts42294,13 Reasons Why,2017,TV-MA,58,tt1837492,7.5,282373,0,0,0,1
ts331681,Trivia Quest,2022,TV-G,9,tt18393972,5.6,176,0,0,0,0
ts333834,The Ultimatum: Marry or Move On,2022,TV-MA,50,tt18396952,5.4,1440,0,0,0,0
tm1179176,"Michela Giraud: The Truth, I Swear!",2022,,60,tt18396984,5.5,54,0,0,0,0
tm178106,Chillar Party,2011,G,140,tt1841542,7.5,7686,0,0,0,0
tm155102,Demonic,2015,R,83,tt1841642,5.3,14882,0,0,0,0
tm104349,The Unjust,2010,,119,tt1843120,6.6,2139,0,0,0,0
ts342479,Supercães,2022,,30,tt18469966,6.6,2279,0,0,0,0
ts34921,Wolverine,2011,TV-14,24,tt1847521,6.2,1458,0,0,0,0
tm41792,Django Unchained,2012,R,165,tt1853728,8.4,1472668,1,1,0,0
tm630933,Without Gorky,2011,,58,tt1854593,6.6,97,0,0,0,0
ts312044,Beyblade Burst Surge,2020,TV-Y,23,tt18554728,6.6,2279,0,0,0,0
tm1185360,Return to Space,2022,,128,tt18555320,7.3,3270,0,0,0,0
ts6,House of Cards,2013,TV-MA,52,tt1856010,8.7,494092,0,0,0,1
tm239091,Blade Runner 2049,2017,R,164,tt1856101,8.0,539864,0,1,0,0
tm1185687,Silverton Siege,2022,PG-13,100,tt18563148,6.1,2122,0,0,0,0
tm1183575,Celeb Five: Behind the Curtain,2022,,55,tt18570468,6.6,2279,0,0,0,0
tm57382,Kath & Kimderella,2012,,80,tt1859607,5.3,1333,0,0,0,0
tm420826,The Highwaymen,2019,R,132,tt1860242,6.9,88714,0,1,0,0
tm174190,Undefeated,2011,PG-13,113,tt1860355,7.7,7051,0,0,0,0
ts21599,Ink Master,2012,TV-14,42,tt1865740,7.4,3874,0,0,0,0
tm172353,Bbuddah Hoga Terra Baap,2011,PG-13,118,tt1869296,5.6,2884,0,0,0,0
tm299741,Crooked House,2017,PG-13,115,tt1869347,6.3,23327,0,0,0,0
tm176111,The Great Magician,2011,,128,tt1869721,5.9,1741,0,0,0,0
ts20458,Ninjago: Masters of Spinjitzu,2012,TV-Y7,17,tt1871731,7.2,4519,0,0,0,0
tm1185568,Broken Idol: The Undoing of Diomedes Díaz,2022,R,102,tt18750180,6.1,144,0,0,0,0
ts342732,Our Great National Parks,2022,,52,tt18750552,6.6,2279,0,0,0,0
ts288536,The Great British Baking Show,2010,TV-PG,57,tt1877368,8.6,9564,0,0,0,0
ts74765,Daughters of Destiny,2017,,0,tt1877895,8.6,900,0,0,0,0
tm238748,The Darkness,2016,PG-13,92,tt1878841,4.5,15848,0,0,0,0
tm233377,The Edge of Seventeen,2016,R,104,tt1878870,7.3,120488,0,1,0,0
tm1043537,Operation Mincemeat,2022,PG-13,128,tt1879016,6.9,1972,0,0,0,0
tm346943,Kodachrome,2017,,105,tt1880399,6.8,16482,0,0,0,0
ts23752,Midnight Diner,2009,TV-MA,27,tt1882928,8.6,2110,0,0,0,0
tm1187638,Ronny Chieng: Speakeasy,2022,,60,tt18830896,6.6,2279,0,0,0,0
ts23835,Masha and the Bear,2009,TV-Y,6,tt1884856,7.6,3114,0,0,0,0
tm167241,Ragini MMS,2011,PG-13,93,tt1890513,5.1,2617,0,0,0,0
ts314164,Tomorrow,2022,TV-14,60,tt18926162,7.7,603,0,0,0,0
tm981945,The Last Letter From Your Lover,2021,,110,tt1893273,6.6,16302,0,0,0,0
ts343426,Senzo: Murder of a Soccer Star,2022,,40,tt18954258,6.6,2279,0,0,0,0
tm1185421,David Spade: Nothing Personal,2022,,66,tt18955474,6.6,2279,0,0,0,0
ts344184,Conversations with a Killer: The John Wayne Gacy Tapes,2022,TV-MA,61,tt18970124,7.2,3984,0,0,0,0
tm1185506,The Taming of the Shrewd,2022,,112,tt18970380,4.6,630,0,0,0,0
ts343599,Jimmy Savile: A British Horror Story,2022,TV-MA,85,tt18970454,6.7,4711,0,0,0,0
ts340376,The Marked Heart,2022,TV-MA,44,tt18974572,6.3,1103,0,0,0,0
tm1185374,The Mystery of Marilyn Monroe: The Unheard Tapes,2022,R,101,tt19034332,6.2,2233,0,0,0,0
tm1185367,White Hot: The Rise & Fall of Abercrombie & Fitch,2022,R,88,tt19034522,5.6,1184,0,0,0,0
tm161632,Tom Papa: Live in New York City,2011,,57,tt1910649,7.2,490,0,0,0,0
ts312984,Our Blues,2022,TV-MA,68,tt19115260,7.7,209,0,0,0,0
tm171042,The Call,2013,R,94,tt1911644,6.7,120475,0,0,0,0
tm161282,Penguins of Madagascar,2014,PG,92,tt1911658,6.6,88708,0,0,0,0
ts7708,anohana: The Flower We Saw That Day,2011,TV-PG,23,tt1913273,8.2,12682,0,0,0,1
tm169053,Shor in the City,2011,PG,107,tt1916728,7.2,3708,0,0,0,0
ts345779,Barbie: It Takes Two,2022,TV-Y,22,tt19178656,6.6,2279,0,0,0,0
tm178234,Blind Intersections,2013,,87,tt1918638,6.7,172,0,0,0,0
tm177958,Pyaar Ka Punchnama,2011,PG-13,149,tt1926313,7.7,21204,0,1,0,0
tm139590,Triumph in the Skies,2015,,100,tt1929433,4.3,368,0,0,0,0
tm181533,The Big Wedding,2013,R,90,tt1931435,5.6,49549,0,0,0,0
ts321614,Blippi Wonders,2021,TV-Y,7,tt19315934,6.6,2279,0,0,0,0
tm71148,Thanks for Sharing,2013,R,112,tt1932718,6.4,28204,0,0,0,0
tm177258,Delhi Belly,2011,,102,tt1934231,7.6,29578,0,1,0,0
tm160021,A Beautiful Life,2011,,122,tt1935067,6.7,927,0,0,0,0
tm1188819,Rumspringa - Ein Amish in Berlin,2022,,102,tt19352286,5.3,257,0,0,0,0
tm628693,"Do Paise Ki Dhoop, Chaar Aane Ki Baarish",2009,,121,tt1935782,6.5,203,0,0,0,0
tm1191019,Hold Your Breath: The Ice Dive,2022,,40,tt19373274,6.6,2279,0,0,0,0
ts346500,Wild Babies,2022,,30,tt19398016,6.6,2279,0,0,0,0
ts346034,Blood Sisters,2022,TV-MA,57,tt19398068,6.6,2279,0,0,0,0
tm1191860,Oprah + Viola: A Netflix Special Event,2022,,48,tt19404044,6.6,2279,0,0,0,0
tm164353,Singham,2011,,143,tt1948150,6.8,16473,0,0,0,0
tm69915,Heroine,2012,,140,tt1949548,5.0,4312,0,0,0,0
tm120072,Let It Snow,2019,PG-13,93,tt1950235,5.8,21515,0,0,0,0
tm175909,The Dirty Picture,2011,,144,tt1954206,6.6,9522,0,0,0,0
tm30278,Vettai,2012,,150,tt1956697,6.0,2433,0,0,0,0
ts20500,Lilyhammer,2012,TV-MA,45,tt1958961,7.9,29196,0,0,0,1
tm1200703,Christina P: Mom Genes,2022,,62,tt19724012,6.6,2279,0,0,0,0
ts36647,Rita,2012,TV-MA,40,tt1973692,8.1,8718,0,0,0,0
tm65765,6 Bullets,2012,R,115,tt1975249,6.0,14898,0,0,0,0
ts346959,Meltdown: Three Mile Island,2022,TV-14,44,tt19757508,7.0,958,0,0,0,0
tm869373,High & Low: The Worst,2019,,125,tt19783642,6.6,487,0,0,0,0
tm52062,Mosquita y Mari,2012,,85,tt1978480,6.3,918,0,0,0,0
tm172211,Question Mark,2011,,102,tt1979169,7.0,254,0,0,0,0
tm62210,Rurouni Kenshin Part I: Origins,2012,PG-13,134,tt1979319,7.4,25793,0,1,0,0
tm176864,Rush,2013,R,123,tt1979320,8.1,465254,1,1,0,0
tm143227,Begin Again,2013,R,104,tt1980929,7.4,154049,0,1,0,0
ts8175,Call the Midwife,2012,TV-PG,56,tt1983079,8.5,25562,0,0,1,1
tm187979,Cloudy with a Chance of Meatballs 2,2013,PG,95,tt1985966,6.3,100637,0,0,0,0
tm1204412,"Let's Tie the Knot, Honey!",2022,,99,tt19892832,6.6,2279,0,0,0,0
tm177044,Naruto Shippuden the Movie: Blood Prison,2011,PG-13,108,tt1999167,7.1,5021,0,0,0,0
tm316414,Hell Fest,2018,R,89,tt1999890,5.5,16610,0,0,0,0
tm149578,Mission Blue,2014,PG,94,tt2004304,7.9,1950,0,0,0,0
tm204163,War Dogs,2016,R,114,tt2005151,7.1,208185,0,1,0,0
tm181270,The Frozen Ground,2013,R,105,tt2005374,6.4,62183,0,0,0,0
tm139545,The Outsider,2018,R,120,tt2011311,6.2,25223,0,0,0,0
tm166628,The Smurfs 2,2013,PG,105,tt2017020,5.3,41571,0,0,0,0
tm74031,Kyaa Super Kool Hain Hum,2012,R,137,tt2027138,5.0,3885,0,0,0,0
ts42914,Zig and Sharko,2010,,9,tt2046005,6.8,644,0,0,0,0
ts11151,Fate/Zero,2011,TV-MA,25,tt2051178,8.2,12568,0,0,0,1
tm37573,"All's Well, Ends Well",2012,,118,tt2051818,5.1,334,0,0,0,0
tm165932,Muran,2011,,134,tt2053397,6.3,292,0,0,0,0
tm159623,No Other Woman,2011,,104,tt2057445,5.9,309,0,0,0,0
tm181081,The Railway Man,2013,R,116,tt2058107,7.1,39743,0,1,0,0
tm181856,Jeff Dunham: Controlled Chaos,2011,,90,tt2058636,7.4,2272,0,0,0,0
ts34151,TIGER & BUNNY,2011,TV-14,26,tt2061527,7.3,998,0,0,0,0
tm182586,Silenced,2011,,125,tt2070649,8.0,15889,0,1,0,0
tm315255,Ip Man 4: The Finale,2019,PG,107,tt2076298,7.0,30694,0,1,0,0
tm59289,Rowdy Rathore,2012,PG-13,143,tt2077833,5.9,22243,0,0,0,0
ts44663,Oscar's Oasis,2010,TV-Y,9,tt2080922,7.4,572,0,0,0,0
tm68436,Barfi!,2012,G,151,tt2082197,8.1,80643,0,1,0,0
ts20790,Young & Hungry,2014,TV-14,21,tt2084712,7.3,15627,0,0,0,0
tm164090,Lavell Crawford: Can a Brother Get Some Love?,2011,NC-17,90,tt2084872,6.9,230,0,0,0,0
tm140877,The Imitation Game,2014,PG-13,113,tt2084970,8.0,748654,0,1,0,0
ts278,Black Mirror,2011,TV-MA,59,tt2085059,8.8,515577,0,0,0,0
tm181366,Here Comes the Rain,2011,,100,tt2091312,6.3,63,0,0,0,0
tm212927,Mr. Right,2016,R,95,tt2091935,6.3,55118,0,0,0,0
tm169128,An Elf's Story,2011,,24,tt2094761,5.2,504,0,0,0,0
tm184511,Inkaar,2013,R,133,tt2094854,6.2,2565,0,0,0,0
ts32835,Hunter x Hunter,2011,TV-14,23,tt2098220,9.0,87857,0,0,1,1
tm204035,Spectral,2016,PG-13,109,tt2106651,6.3,58407,0,0,0,0
tm176481,Chennai Express,2013,PG-13,141,tt2112124,6.1,53293,0,0,0,0
tm44615,Ferrari Ki Sawaari,2012,G,140,tt2122340,6.4,5411,0,0,0,0
tm39606,Tere Naal Love Ho Gaya,2012,PG,126,tt2130242,5.8,4359,0,0,0,0
ts20281,Sofia the First,2013,TV-Y,24,tt2136138,6.8,2915,0,0,0,0
ts27468,Transformers: Rescue Bots,2012,TV-Y7,22,tt2139371,6.4,915,0,0,0,0
tm183176,A Second Chance,2011,,90,tt2150139,4.7,1018,0,0,0,0
tm140843,Self/less,2015,PG-13,116,tt2157712,6.5,98127,0,0,0,0
tm40860,Big Time Movie,2012,G,65,tt2163203,6.1,1936,0,0,0,0
ts27835,MeatEater,2012,TV-14,22,tt2169245,7.5,1462,0,0,0,0
tm145655,St. Vincent,2014,PG-13,102,tt2170593,7.2,102103,0,1,0,0
tm168400,Empire State,2013,R,94,tt2171867,5.2,21368,0,0,0,0
tm171228,Metallica: Through the Never,2013,R,93,tt2172935,7.1,17433,0,1,0,0
tm267112,Gang of the Caribbean,2016,,90,tt2174084,5.1,294,0,0,0,0
tm34142,Department,2012,R,141,tt2186731,3.2,1049,0,0,0,0
tm34746,Luv Shuv Tey Chicken Khurana,2012,PG,140,tt2186933,6.6,3905,0,0,0,0
tm176900,Theeya Velai Seiyyanum Kumaru,2013,,125,tt2187085,5.1,28,0,0,0,0
ts21081,Pablo Escobar: The Drug Lord,2012,TV-14,44,tt2187850,8.4,4923,0,0,0,0
ts20280,Marco Polo,2014,TV-MA,55,tt2189461,8.0,71229,0,0,0,1
ts17598,Arrow,2012,TV-14,42,tt2193021,7.5,425716,0,0,0,1
tm471878,Fatima,2020,PG-13,113,tt2197936,6.6,3032,0,0,0,0
tm224577,Phone Swap,2012,,111,tt2198109,6.4,170,0,0,0,0
ts281927,Stay Close,2021,TV-MA,47,tt2201227,6.9,28669,0,0,0,0
tm182322,Kai Po Che!,2013,,126,tt2213054,7.8,36512,0,1,0,0
tm53034,Sebastian Maniscalco: What's Wrong with People?,2012,,75,tt2215489,8.0,1194,0,0,0,0
ts27680,Last Tango in Halifax,2012,TV-14,59,tt2216156,8.3,6844,0,0,0,0
tm132273,Home,2015,PG,95,tt2224026,6.6,100705,0,0,0,0
tm180572,Insidious: Chapter 2,2013,PG-13,106,tt2226417,6.5,167549,0,0,0,0
tm51412,Moshe Kasher: Live in Oakland,2012,,60,tt2229301,6.7,330,0,0,0,0
tm175753,Chashme Baddoor,2013,,120,tt2229848,5.4,5121,0,0,0,0
ts26776,Smile PreCure!,2012,TV-Y7,22,tt2230557,6.1,388,0,0,0,0
ts76614,Thermae Romae,2012,,27,tt2230761,6.1,108,0,0,0,0
tm63368,A World Not Ours,2012,,93,tt2233762,7.8,376,0,0,0,0
tm443615,Rebecca,2020,PG-13,121,tt2235695,6.0,40447,0,0,0,0
tm29400,Bwakaw,2012,,104,tt2244376,7.1,296,0,0,0,0
tm69694,Can’t Complain,2007,,113,tt2244947,7.5,3922,0,0,0,0
tm56296,The History of Future Folk,2012,,86,tt2245195,7.1,3398,0,0,0,0
ts19165,The American Bible Challenge,2012,TV-G,43,tt2246424,6.4,125,0,0,0,0
tm53360,Blood Money,2012,PG,110,tt2246595,5.1,1533,0,0,0,0
tm183805,Ghanchakkar,2013,PG,137,tt2246724,5.8,5019,0,0,0,0
tm72845,John Mulaney: New in Town,2012,,58,tt2246779,8.2,6608,0,0,0,0
tm374313,The Forgiven,2018,R,115,tt2249081,5.9,2427,0,0,0,0
ts20429,Sword Art Online,2012,TV-MA,23,tt2250192,7.6,43727,0,0,0,1
tm42306,Aiyyaa,2012,G,146,tt2255934,4.3,1871,0,0,0,0
ts54102,Altered Carbon,2018,TV-MA,52,tt2261227,7.9,162018,0,0,0,1
tm186408,The Land of Cards,2013,,110,tt2261700,5.6,407,0,0,0,0
tm66725,Kalakalappu,2012,G,149,tt2262126,6.9,1342,0,0,0,0
tm120108,Kung Fu Panda 3,2016,PG,95,tt2267968,7.1,152791,0,1,0,0
ts37864,The Glamorous Imperial Concubine,2011,TV-PG,47,tt2272555,7.0,142,0,0,0,0
tm177224,Gori Tere Pyaar Mein,2013,,150,tt2275794,4.9,3838,0,0,0,0
tm167342,Satyagraha,2013,PG,152,tt2275802,5.9,5127,0,0,0,0
tm47171,OMG: Oh My God!,2012,G,125,tt2283748,8.1,57449,0,1,0,0
tm56734,Last Flight to Abuja,2012,,81,tt2287851,4.5,347,0,0,0,0
tm28171,Bill Burr: You People Are All The Same,2012,R,68,tt2290153,8.2,7370,0,0,0,0
tm182429,Olympus Has Fallen,2013,R,119,tt2302755,6.5,272334,0,0,0,0
ts43341,Atelier,2015,TV-14,69,tt2303188,6.3,7,0,0,0,0
ts20097,Hemlock Grove,2013,TV-MA,49,tt2309295,7.0,39590,0,0,0,0
tm60844,Berserk: The Golden Age Arc I - The Egg of the King,2012,NC-17,76,tt2311238,7.5,12278,0,1,0,0
ts21806,Happy Endings,2011,TV-14,21,tt2311579,7.8,37778,0,0,0,1
ts9794,Comedians in Cars Getting Coffee,2012,TV-14,20,tt2314952,8.0,12363,0,0,0,1
tm186054,ABCD,2013,PG-13,136,tt2321163,6.3,6898,0,0,0,0
ts18551,Cuckoo,2012,TV-14,27,tt2329333,5.9,20,0,0,0,0
tm165504,Blind Detective,2013,,130,tt2332707,6.4,3255,0,0,0,0
tm53829,Blitz Patrollie,2012,,101,tt2336284,5.4,145,0,0,0,0
tm147913,PK,2014,PG-13,153,tt2338151,8.2,178012,0,1,0,0
tm610571,Diamonds in the Sky,2014,,132,tt2338287,7.4,10,0,0,0,0
tm349800,Unicorn Store,2017,,92,tt2340044,5.5,19140,0,0,0,0
tm158692,Liar's Dice,2013,,104,tt2343621,6.8,1069,0,0,0,0
ts167724,Meet the Adebanjos,2012,TV-PG,25,tt2344781,7.6,76,0,0,0,0
tm183039,Donald Glover: Weirdo,2012,,65,tt2345525,7.4,3511,0,0,0,0
tm71992,Grandmaster,2012,,130,tt2345561,6.9,2165,0,0,0,0
ts22249,Kuroko's Basketball,2012,TV-14,24,tt2348803,8.3,8052,0,0,0,0
tm33601,Tita Rahiba,2012,G,104,tt2350736,5.2,700,0,0,0,0
tm168685,The Berlin File,2013,,120,tt2357377,6.6,7103,0,0,0,0
tm38064,Berserk: The Golden Age Arc II - The Battle for Doldrey,2012,R,80,tt2358911,7.7,10257,0,1,0,0
tm167944,Berserk: The Golden Age Arc III - The Advent,2013,NC-17,110,tt2358913,7.8,9942,0,0,0,0
tm180738,Deewana Main Deewana,2013,,107,tt2361022,2.6,374,0,0,0,0
tm167107,Saheb Biwi Aur Gangster Returns,2013,,142,tt2362778,6.7,3978,0,0,0,0
tm54371,Mugamoodi,2012,,162,tt2367996,5.1,1176,0,0,0,0
tm48579,Katt Williams: Kattpacalypse,2012,R,60,tt2370686,5.5,635,0,0,0,0
ts20823,Orange Is the New Black,2013,TV-MA,59,tt2372162,8.1,295591,0,0,0,1
tm143363,2 States,2014,PG,149,tt2372678,6.9,25344,0,1,0,0
ts35282,The Next Step,2013,TV-G,24,tt2374744,5.9,1928,0,0,0,0
tm469911,Bonnie & Clyde,2013,PG-13,240,tt2374851,6.6,2279,0,0,0,0
tm59590,One Piece Film: Z,2012,PG-13,108,tt2375379,7.8,7002,0,0,0,0
tm175812,Special 26,2013,,144,tt2377938,8.0,55489,0,1,0,0
tm152843,Swearnet: The Movie,2014,R,112,tt2380564,6.1,2652,0,0,0,0
tm252609,76,2016,PG-13,118,tt2385126,5.6,220,0,0,0,0
tm434202,Malevolent,2018,,89,tt2386237,4.8,13290,0,0,0,0
ts299485,A Tale Dark & Grimm,2021,TV-Y7,31,tt2386826,7.3,1193,0,0,0,0
tm244148,Mowgli: Legend of the Jungle,2018,PG-13,105,tt2388771,6.5,60870,0,0,0,0
tm38331,The Mistress,2012,PG-13,125,tt2389344,6.3,359,0,0,0,0
ts58137,Pac-Man and the Ghostly Adventures,2013,TV-Y7,22,tt2392179,4.8,635,0,0,0,0
tm143299,Ungli,2014,PG-13,114,tt2392447,5.8,3888,0,0,0,0
tm53395,FRED 3: Camp Fred,2012,PG,81,tt2395219,2.0,2625,0,0,0,0
tm300615,Mudbound,2017,R,120,tt2396589,7.4,47676,0,1,0,0
tm151447,The November Man,2014,R,108,tt2402157,6.3,67243,0,0,0,0
tm161525,The Green Inferno,2013,R,100,tt2403021,5.3,43149,0,0,0,0
ts87242,Shadow and Bone,2021,TV-14,52,tt2403776,7.6,77782,0,0,0,1
tm242276,Na Bangaaru Talli,2014,,116,tt2404605,7.2,160,0,0,0,0
tm185736,SampleThis,2013,,85,tt2407418,6.4,466,0,0,0,0
tm57256,Husbands in Goa,2012,,150,tt2407826,3.8,278,0,0,0,0
tm219259,Goon: Last of the Enforcers,2017,R,101,tt2417712,5.8,13476,0,0,0,0
tm208713,Gabbar Is Back,2015,PG-13,130,tt2424988,7.2,24676,0,1,0,0
ts27586,Magi,2012,TV-14,24,tt2425098,7.8,3899,0,0,0,0
tm151807,Creep,2014,R,77,tt2428170,6.3,52233,0,0,0,0
ts21869,Sense8,2015,TV-MA,62,tt2431438,8.2,151518,0,0,0,1
ts35682,Wentworth,2013,TV-MA,46,tt2433738,8.6,21747,0,0,0,1
ts20110,Peaky Blinders,2013,TV-MA,58,tt2442560,8.8,485506,0,0,0,1
ts57850,HAPPY!,2017,TV-MA,43,tt2452242,8.1,37747,0,0,0,1
tm219248,The Fundamentals of Caring,2016,R,97,tt2452386,7.3,70542,0,1,0,0
tm161562,Copenhagen,2014,,98,tt2459156,7.1,13135,0,1,0,0
tm37175,Jeff Dunham: Minding the Monsters,2012,PG-13,80,tt2461736,7.0,1401,0,0,0,0
tm1082564,The Adam Project,2022,PG-13,106,tt2463208,6.7,156603,0,0,0,0
tm136601,Walk of Shame,2014,R,95,tt2463288,6.0,54065,0,0,0,0
tm171929,The Short Game,2013,PG,100,tt2466830,7.3,1518,0,0,0,0
tm144121,Get on Up,2014,PG-13,139,tt2473602,6.9,24456,0,1,0,0
tm214825,The Ridiculous 6,2015,PG-13,119,tt2479478,4.8,47935,0,0,0,0
tm444017,"Extremely Wicked, Shockingly Evil and Vile",2019,R,111,tt2481498,6.7,91162,0,0,0,0
tm187390,The Square,2013,,88,tt2486682,8.1,8949,0,0,0,0
ts32060,Sam & Cat,2013,TV-G,24,tt2487090,5.6,9507,0,0,0,0
ts6879,El Reemplazante,2012,TV-MA,45,tt2488050,8.5,755,0,0,0,0
tm515157,Point Blank,2017,NC-17,86,tt2499472,5.7,14184,0,0,0,0
tm54780,Tiger & Bunny: The Beginning,2012,PG,88,tt2507174,6.7,216,0,0,0,0
tm31739,Joan Rivers: Don't Start with Me,2012,R,68,tt2519318,6.6,408,0,0,0,0
ts296046,Lupin,2021,TV-MA,46,tt2531336,7.5,100575,0,0,0,1
ts33590,The Haunted Hathaways,2013,TV-G,24,tt2535732,5.0,2471,0,0,0,0
ts16117,20 Minutes,2013,TV-MA,45,tt2544148,7.3,1681,0,0,0,0
tm49451,Maria Bamford: The Special Special Special!,2012,,50,tt2547430,7.0,567,0,0,0,0
ts34066,Mako Mermaids: An H2O Adventure,2013,TV-G,25,tt2548214,6.7,3924,0,0,0,0
tm239286,The Cloverfield Paradox,2018,PG-13,102,tt2548396,5.5,102759,0,0,0,0
tm31948,26 Years,2012,,135,tt2551894,6.3,1178,0,0,0,0
tm137693,Crimson Peak,2015,R,119,tt2554274,6.5,143899,0,0,0,0
ts39093,EastSiders,2012,TV-MA,22,tt2558816,6.8,2723,0,0,0,0
ts20682,Attack on Titan,2013,TV-MA,24,tt2560140,9.0,325381,0,0,1,1
tm327199,The Saint,2017,PG-13,92,tt2569088,4.9,6555,0,0,0,0
ts42062,Miraculous: Tales of Ladybug & Cat Noir,2015,TV-Y7,22,tt2580046,7.7,10102,0,0,0,1
ts67797,Sammy & Co,2014,TV-PG,14,tt2580128,5.6,30,0,0,0,0
tm245176,Sand Castle,2017,,113,tt2582576,6.3,22854,0,0,0,0
tm243100,Hell or High Water,2016,R,102,tt2582782,7.6,224900,0,1,0,0
tm34646,Sisterakas,2012,,110,tt2590214,5.2,286,0,0,0,0
tm60213,One More Try,2012,,100,tt2590280,5.9,202,0,0,0,0
tm139564,The Outcasts,2017,PG-13,95,tt2597760,5.4,4426,0,0,0,0
tm142630,Ragini MMS 2,2014,PG-13,120,tt2609218,3.9,2870,0,0,0,0
ts2727,Derek,2013,TV-MA,26,tt2616280,8.1,31976,0,0,0,1
tm137002,Bāhubali: The Beginning,2015,PG-13,159,tt2631186,8.0,117333,0,1,0,0
ts20824,The Originals,2013,TV-14,43,tt2632424,8.3,131574,0,0,0,1
ts19779,Barbie: Life in the Dreamhouse,2012,TV-Y,6,tt2644032,7.3,1806,0,0,0,0
tm179328,Romantik Komedi 2: Bekarlığa Veda,2013,,105,tt2645104,5.1,3357,0,0,0,0
tm134516,"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016,PG-13,103,tt2652118,6.1,19275,0,0,0,0
ts8146,The 100,2014,TV-14,42,tt2661044,7.6,242221,0,0,0,1
ts44064,Drunken to Love You,2011,TV-14,46,tt2661520,6.5,114,0,0,0,0
tm175577,Flower Girl,2013,,94,tt2662230,6.0,108,0,0,0,0
tm154729,Dedh Ishqiya,2014,R,152,tt2675978,7.0,7179,0,0,0,0
tm179248,Settai,2013,,136,tt2677816,4.5,515,0,0,0,0
ts36631,Narcos,2015,TV-MA,52,tt2707408,8.8,404486,0,0,0,1
ts20248,Reign,2013,TV-14,42,tt2710394,7.5,47751,0,0,0,1
ts32218,The Thundermans,2013,TV-G,24,tt2712516,5.6,5340,0,0,0,0
tm162259,Mars at Sunrise,2014,,75,tt2714424,7.8,43,0,0,0,0
tm135307,Blackhat,2015,R,133,tt2717822,5.4,58192,0,0,0,0
