id,title,release_year,age_certification,runtime,imdb_id,imdb_score,imdb_votes,is_best_movie_by_year,is_best_movie,is_best_show_by_year,is_best_show
ts252856,Challenger: The Final Flight,2020,TV-14,45,tt12930534,7.8,6778,0,0,0,0
ts254600,The Playbook,2020,TV-MA,44,tt12930602,7.4,1360,0,0,0,0
ts254293,The American Barbecue Showdown,2020,TV-G,43,tt12938472,7.1,1151,0,0,0,0
tm1039422,Nail Bomber: Manhunt,2021,,72,tt12939812,6.3,2086,0,0,0,0
ts254817,A Perfect Crime,2020,,43,tt12939836,7.3,1394,0,0,0,0
ts328194,My Name,2021,TV-MA,50,tt12940504,7.8,18446,0,0,0,1
tm135451,Gifted Hands: The Ben Carson Story,2009,,86,tt1295085,7.6,10210,0,1,0,0
tm38454,Jeff Dunham's Very Special Christmas Special,2008,PG-13,85,tt1295909,7.4,3028,0,0,0,0
ts261583,Ojo's in d' House,2013,,24,tt12960266,6.1,11,0,0,0,0
tm929614,GIMS: On the Record,2020,,96,tt12982218,6.8,207,0,0,0,0
ts89372,Titipo Titipo,2018,TV-Y,18,tt12987396,6.6,19,0,0,0,0
tm927286,Making The Witcher,2020,PG-13,32,tt12987838,6.8,442,0,0,0,0
ts256134,Country Ever After,2020,TV-PG,24,tt12987872,6.3,169,0,0,0,0
tm934040,American Murder: The Family Next Door,2020,R,83,tt12987894,7.2,26355,0,1,0,0
ts254537,"Good Morning, Verônica",2020,TV-MA,45,tt12987918,7.6,3552,0,0,0,0
tm1191224,365 Days: This Day,2022,,111,tt12996154,2.5,10739,0,0,0,0
tm1102226,"My Brother, My Sister",2021,,110,tt13003996,6.0,882,0,0,0,0
ts254767,"Whose Vote Counts, Explained",2020,TV-PG,25,tt13005714,7.3,1139,0,0,0,0
tm974195,The Fable: The Killer Who Doesn't Kill,2021,,132,tt13017204,6.8,1282,0,0,0,0
ts273245,Dad Stop Embarrassing Me!,2021,TV-14,25,tt13018090,4.1,1853,0,0,0,0
tm244149,The Irishman,2019,R,209,tt1302006,7.8,371209,0,1,0,0
tm960924,Kuthiraivaal,2021,,125,tt13022626,6.4,150,0,0,0,0
tm1048362,Army of Thieves,2021,R,127,tt13024674,6.4,71036,0,0,0,0
tm1037687,Dancing Queens,2021,,110,tt13032716,5.6,1672,0,0,0,0
tm1080114,Hostage House,2021,,90,tt13033790,3.9,826,0,0,0,0
tm935941,Horrid Henry's Gross Day Out,2020,,61,tt13034096,6.1,47,0,0,0,0
ts225718,La Révolution,2020,TV-MA,46,tt13044528,6.6,5512,0,0,0,0
tm990983,Paper Lives,2021,,96,tt13045890,6.7,11804,0,0,0,0
ts260502,Until Life Do Us Part,2021,TV-MA,41,tt13053042,7.4,631,0,0,0,0
ts260477,Post Mortem: No One Dies in Skarnes,2021,TV-MA,45,tt13053222,7.1,3229,0,0,0,0
tm960414,A California Christmas,2020,PG-13,106,tt13055780,5.8,9721,0,0,0,0
tm1092958,No One Gets Out Alive,2021,R,85,tt13056008,5.3,13913,0,0,0,0
tm960430,Child of Kamiari Month,2021,,99,tt13057626,5.9,633,0,0,0,0
tm931330,BLACKPINK: Light Up the Sky,2020,PG-13,79,tt13058290,7.5,6319,0,0,0,0
tm938333,A Go! Go! Cory Carson Halloween,2020,G,21,tt13058374,6.3,52,0,0,0,0
ts253813,Glória,2021,TV-MA,44,tt13064634,8.0,3941,0,0,0,0
tm1065788,Last Summer,2021,,101,tt13067004,6.3,2774,0,0,0,0
tm1003630,After We Fell,2021,R,99,tt13069986,4.6,12339,0,0,0,0
ts255104,Deaf U,2020,TV-MA,20,tt13070478,6.4,462,0,0,0,0
tm1003725,A Castle for Christmas,2021,,98,tt13070602,5.5,11727,0,0,0,0
tm1172010,The Lockdown Plan,2020,,49,tt13079112,6.5,2279,0,0,0,0
tm960145,Spoiled Brats,2021,,95,tt13079150,6.1,5361,0,0,0,0
tm921230,Story of Kale: When Someone's in Love,2020,,77,tt13081264,6.4,270,0,0,0,0
tm923612,Any Crybabies Around?,2020,,106,tt13082008,6.0,155,0,0,0,0
ts283676,Last Chance U: Basketball,2021,TV-MA,60,tt13087512,8.3,2429,0,0,0,0
tm1028026,Irul,2021,,91,tt13103212,5.8,3021,0,0,0,0
tm1088320,Father Christmas Is Back,2021,PG-13,105,tt13103340,4.5,5622,0,0,0,0
tm938434,All Because of You,2020,,101,tt13106900,4.2,217,0,0,0,0
tm1046026,The Trip,2021,,113,tt13109952,6.9,19706,0,1,0,0
ts254592,Song Exploder,2020,TV-MA,27,tt13110256,7.4,758,0,0,0,0
tm937265,You've Got This,2020,,111,tt13118012,5.8,1273,0,0,0,0
tm140653,Look for a Star,2009,,117,tt1312156,5.6,708,0,0,0,0
ts76645,The Umbrella Academy,2019,TV-14,52,tt1312171,8.0,202522,0,0,0,1
tm959213,My Amanda,2021,,89,tt13136084,5.6,301,0,0,0,0
tm130574,Did You Hear About the Morgans?,2009,PG-13,103,tt1314228,4.9,40289,0,0,0,0
ts254916,The Cabin with Bert Kreischer,2020,TV-MA,27,tt13148876,6.6,1637,0,0,0,0
tm958984,Voiceless,2020,,120,tt13149312,6.8,31,0,0,0,0
tm943808,Guillermo Vilas: Settling the Score,2020,,94,tt13150564,7.1,650,0,0,0,0
tm945435,Octonauts and the Great Barrier Reef,2020,,47,tt13150606,6.6,131,0,0,0,0
tm945831,The Magic School Bus Rides Again: The Frizz Connection,2020,,44,tt13150612,6.6,2279,0,0,0,0
tm945168,Secrets of the Saqqara Tomb,2020,,113,tt13150630,7.2,6189,0,0,0,0
ts286317,The Sons of Sam: A Descent Into Darkness,2021,TV-MA,60,tt13156316,7.0,8124,0,0,0,0
ts58025,My Little Pony: Equestria Girls,2017,TV-Y,24,tt13160278,6.4,642,0,0,0,0
ts255880,Dream Home Makeover,2020,TV-G,27,tt13161310,5.5,1078,0,0,0,0
tm937044,Bigflo & Oli: Hip Hop Frenzy,2020,,100,tt13161318,6.7,118,0,0,0,0
tm958688,Love Me Instead,2021,,124,tt13161356,7.0,2472,0,0,0,0
tm1049265,My Wonderful Life,2021,,99,tt13164942,5.8,540,0,0,0,0
ts21740,Black Butler,2008,TV-MA,25,tt1316554,8.3,1856,0,0,0,0
tm954303,Ni de coña,2020,,90,tt13167556,2.8,377,0,0,0,0
ts255037,Resident Evil: Infinite Darkness,2021,TV-MA,27,tt13173456,5.8,9500,0,0,0,0
ts251028,Detention,2020,TV-MA,49,tt13175760,6.3,496,0,0,0,0
tm977464,Youth v Gov,2020,,110,tt13192640,6.9,18,0,0,0,0
tm155774,Pomegranates and Myrrh,2009,,95,tt1320282,6.3,249,0,0,0,0
tm944631,The Three Deaths of Marisela Escobedo,2020,,109,tt13206564,8.1,1641,0,0,0,0
tm957903,The Boys in the Band: Something Personal,2020,,28,tt13206842,7.2,356,0,0,0,0
ts269844,Paava Kadhaigal,2020,,118,tt13206988,8.1,6628,0,0,0,0
tm957792,The Rope Curse 2,2020,,104,tt13212006,4.7,339,0,0,0,0
tm101334,Death at a Funeral,2010,R,92,tt1321509,5.6,49599,0,0,0,0
tm183523,Oldboy,2013,R,104,tt1321511,5.7,75015,0,0,0,0
ts255486,Godzilla Singular Point,2021,TV-14,24,tt13229964,6.5,1612,0,0,0,0
ts258415,Elves,2021,TV-14,24,tt13231962,5.5,4075,0,0,0,0
tm943718,Operation Christmas Drop,2020,,95,tt13236566,5.8,11329,0,0,0,0
tm56428,Trailer Park Boys: Say Goodnight to the Bad Guys,2008,,60,tt1324027,7.8,3555,0,0,0,0
tm145243,Wake Up Sid,2009,,138,tt1324059,7.6,30818,0,1,0,0
ts258321,"Ada Twist, Scientist",2021,,28,tt13241650,6.4,131,0,0,0,0
tm1038857,Lady Boss: The Jackie Collins Story,2021,,96,tt13244024,6.8,383,0,0,0,0
ts255809,Carmel: Who Killed Maria Marta?,2020,TV-14,58,tt13244092,7.0,2375,0,0,0,0
tm918258,Dogwashers,2020,,107,tt13248198,5.8,597,0,0,0,0
ts258169,Holiday Home Makeover with Mr. Christmas,2020,TV-G,43,tt13255112,5.8,291,0,0,0,0
tm943771,Angela's Christmas Wish,2020,G,47,tt13260836,7.1,1434,0,0,0,0
tm954606,Felix Lobrecht: Hype,2020,,59,tt13262150,5.8,250,0,0,0,0
tm1000296,New Gods: Nezha Reborn,2021,,116,tt13269670,6.8,3045,0,0,0,0
tm134407,Dev.D,2009,PG-13,144,tt1327035,7.9,30389,0,1,0,0
ts268560,The Uncanny Counter,2020,TV-14,64,tt13273826,8.0,5552,0,0,0,0
ts257873,Dive Club,2021,TV-PG,0,tt13275052,6.2,789,0,0,0,0
tm944331,Shawn Mendes: In Wonder,2020,,83,tt13276386,6.5,2016,0,0,0,0
tm176630,The Butler,2013,PG-13,132,tt1327773,7.2,114013,0,1,0,0
ts304058,Ganglands,2021,TV-MA,46,tt13278100,7.0,2460,0,0,0,0
tm946604,What We Wanted,2020,,94,tt13279528,5.9,1773,0,0,0,0
ts255823,The House Arrest of Us,2020,TV-PG,26,tt13280838,5.6,107,0,0,0,0
ts94470,Relatable,2018,,0,tt13281898,6.6,2279,0,0,0,0
ts257817,Call My Agent Bollywood,2021,TV-MA,45,tt13282662,7.4,6162,0,0,0,0
tm880822,Mobile Suit Gundam Hathaway,2021,PG-13,96,tt13288678,6.6,1331,0,0,0,0
tm945825,Bobbleheads: The Movie,2020,PG,82,tt13292206,2.4,349,0,0,0,0
tm998899,The Fisherman's Diary,2020,,142,tt13297136,6.4,616,0,0,0,0
tm34924,The Beast Stalker,2008,,109,tt1330525,6.8,2191,0,0,0,0
ts257504,Heirs to the Land,2022,TV-MA,54,tt13308276,7.0,599,0,0,0,0
tm1073555,Thimmarusu: Assignment Vali,2021,,127,tt13310936,7.2,1473,0,0,0,0
tm1040671,Marilyn's Eyes,2021,,110,tt13313408,6.6,1215,0,0,0,0
ts256072,The Woman in the House Across the Street from the Girl in the Window,2022,TV-MA,26,tt13315324,6.3,38964,0,0,0,0
ts256309,Aunty Donna's Big Ol House of Fun,2020,TV-MA,20,tt13316746,8.0,6140,0,0,0,0
ts256297,The Devil Punisher,2020,,70,tt13317376,5.9,157,0,0,0,0
ts343432,Yakamoz S-245,2022,TV-MA,48,tt13317454,6.1,3861,0,0,0,0
ts257345,Wild Abandon,2022,TV-MA,51,tt13317478,7.2,3634,0,0,0,0
ts328605,Midnight at the Pera Palace,2022,TV-14,44,tt13317508,7.1,6624,0,0,0,0
ts313781,The Club,2021,TV-14,47,tt13317582,7.9,7810,0,0,0,0
tm1029314,Have You Ever Seen Fireflies?,2021,,113,tt13317694,6.2,4934,0,0,0,0
tm948607,Midnight at the Magnolia,2020,,87,tt13318052,5.8,5296,0,0,0,0
ts257315,Karma's World,2021,TV-Y,11,tt13321232,6.2,134,0,0,0,0
tm984018,Cops and Robbers,2020,PG-13,8,tt13322484,6.9,2279,0,0,0,0
ts257301,Big Timber,2020,,45,tt13322572,6.5,577,0,0,0,0
ts257271,The Time It Takes,2021,TV-MA,13,tt13322938,7.1,1183,0,0,0,0
ts273229,Feria: The Darkest Light,2022,TV-MA,50,tt13323004,5.7,1532,0,0,0,0
tm1043290,Murder by the Coast,2021,PG-13,88,tt13323092,6.5,2054,0,0,0,0
tm1108648,The Wasteland,2022,,91,tt13323118,4.6,3782,0,0,0,0
tm997608,Hate by Dani Rovira,2021,PG-13,82,tt13323128,6.7,419,0,0,0,0
ts330132,800 Meters,2022,TV-MA,52,tt13323170,6.9,459,0,0,0,0
tm947446,Finding Agnes,2020,,105,tt13328840,4.9,155,0,0,0,0
ts257243,Voices of Fire,2020,TV-PG,36,tt13329282,6.8,382,0,0,0,0
tm144835,Sergio,2009,,94,tt1333656,7.4,880,0,0,0,0
tm1115392,Shyam Singha Roy,2021,,157,tt13349716,7.9,10903,0,1,0,0
tm1178876,Battle: Freestyle,2022,,88,tt13350858,4.3,313,0,0,0,0
ts316965,Ridley Jones,2021,TV-Y,28,tt13351440,4.7,223,0,0,0,0
ts317297,The Orbital Children,2022,TV-14,32,tt13351614,6.4,497,0,0,0,0
tm949267,Notes for My Son,2020,,83,tt13353486,6.4,912,0,0,0,0
tm946801,Just Another Christmas,2020,,101,tt13354204,6.7,4476,0,0,0,0
tm926580,A Family,2021,R,136,tt13356884,7.0,2158,0,0,0,0
ts312071,The Way of the Househusband,2021,TV-MA,17,tt13357124,7.3,3724,0,0,0,0
ts273485,Baki Hanma,2021,TV-MA,24,tt13357140,6.6,1483,0,0,0,0
ts256311,High-Rise Invasion,2021,TV-MA,25,tt13357164,6.6,2575,0,0,0,0
ts283284,Navarasa,2021,TV-MA,34,tt13357946,5.9,3470,0,0,0,0
ts256606,Trial 4,2020,TV-MA,55,tt13363298,7.4,2039,0,0,0,0
ts256710,Archive 81,2022,TV-MA,54,tt13365348,7.3,43068,0,0,0,0
tm1063034,The Wonderful: Stories from the Space Station,2021,,129,tt13368696,6.6,2279,0,0,0,0
tm138497,Trailer Park Boys: Countdown to Liquor Day,2009,R,101,tt1337032,7.3,7451,0,0,0,0
tm1004219,Who's the Boss,2020,,105,tt13370858,5.6,36,0,0,0,0
ts256764,Heaven Official's Blessing,2020,TV-14,24,tt13375866,8.3,1349,0,0,0,0
tm1049290,In for a Murder,2021,,105,tt13377488,5.3,1394,0,0,0,0
tm881587,"Vengeance Is Mine, All Others Pay Cash",2021,,114,tt13387422,7.1,464,0,0,0,0
tm915354,Girl's Revenge,2020,,81,tt13388018,5.7,190,0,0,0,0
tm34846,Bleach the Movie: Fade to Black,2008,PG-13,94,tt1339302,7.2,2151,0,0,0,0
ts268890,Lovestruck in the City,2020,TV-14,30,tt13394544,7.7,2129,0,0,0,0
tm985215,Princess 'Daya'Reese,2021,,115,tt13399802,7.2,45,0,0,0,0
tm957567,Hazel Brugger: Tropical,2020,,59,tt13400146,6.4,415,0,0,0,0
tm1005077,Strain,2020,,106,tt13409790,5.6,25,0,0,0,0
tm88045,How Do You Know,2010,PG-13,121,tt1341188,5.4,49599,0,0,0,0
tm980439,Chico Bon Bon and the Very Berry Holiday,2020,G,25,tt13411942,5.9,39,0,0,0,0
tm977997,Captain Underpants: Mega Blissmas,2020,G,46,tt13411948,5.3,155,0,0,0,0
tm1005109,Kingdom: Ashin of the North,2021,,92,tt13412252,7.2,4890,0,0,0,0
tm941382,Stand by Me Doraemon 2,2020,PG,96,tt13428402,7.7,3594,0,0,0,0
tm973536,Kevin Hart: Zero F**ks Given,2020,R,69,tt13433082,6.0,3342,0,0,0,0
ts271867,Vincenzo,2021,,81,tt13433812,8.4,15134,0,0,0,1
ts274575,How to Be A Cowboy,2021,TV-PG,25,tt13438900,6.8,145,0,0,0,0
tm981675,Super Monsters: Santa's Super Monster Helpers,2020,,24,tt13439998,4.5,25,0,0,0,0
tm1005937,Sanitation Day,2020,,104,tt13445916,3.3,17,0,0,0,0
tm1038364,Ghost Lab,2021,,117,tt13446126,5.2,1367,0,0,0,0
tm975398,Christmas Crossfire,2020,,105,tt13446424,4.8,1359,0,0,0,0
ts269073,The Fabulous Lives of Bollywood Wives,2020,TV-MA,32,tt13452100,5.3,9666,0,0,0,0
ts269280,Kings of Jo'Burg,2020,TV-MA,51,tt13453828,5.6,491,0,0,0,0
tm981956,Spirit Riding Free: Ride Along Adventure,2020,,22,tt13453940,5.9,60,0,0,0,0
tm1006127,Arlo the Alligator Boy,2021,,90,tt13454122,6.5,1079,0,0,0,0
tm92977,Ishqiya,2010,R,115,tt1345777,7.3,10415,0,1,0,0
ts331448,Welcome To Eden,2022,TV-MA,41,tt13457822,4.9,973,0,0,0,0
tm982018,A Trash Truck Christmas,2020,G,28,tt13458584,5.5,212,0,0,0,0
tm975765,Emicida: AmarElo - It's All for Yesterday,2020,,89,tt13458600,8.5,1472,0,0,0,0
ts268508,Alien Worlds,2020,TV-PG,44,tt13464340,6.5,3509,0,0,0,0
tm1120509,Never Back Down: Revolt,2021,R,89,tt13470094,3.9,482,0,0,0,0
tm1018418,Two Distant Strangers,2021,R,32,tt13472984,6.6,2279,0,0,0,0
tm977184,A Go! Go! Cory Carson Christmas,2020,,21,tt13479662,6.3,48,0,0,0,0
tm977772,40 Sticks,2020,,93,tt13483050,6.7,99,0,0,0,0
ts268648,Anitta: Made in Honório,2020,TV-MA,29,tt13486136,6.8,398,0,0,0,0
ts269442,The Surgeon's Cut,2020,TV-14,50,tt13487106,8.5,1010,0,0,0,0
ts275111,Rainbow High,2020,TV-Y,6,tt13488080,6.4,116,0,0,0,0
ts269740,How To Ruin Christmas,2020,TV-MA,50,tt13492362,6.1,488,0,0,0,0
ts268608,The Ripper,2020,TV-MA,49,tt13492374,7.1,9228,0,0,0,0
ts301999,Open Your Eyes,2021,TV-MA,47,tt13495314,6.5,1413,0,0,0,0
tm976797,Fukrey Boyzzz: Space Mein Fukrapanti,2020,,74,tt13502066,7.8,14,0,0,0,0
tm1031976,Dhamaka,2021,,104,tt13510660,7.5,39620,0,1,0,0
tm152413,Talentime,2009,,120,tt1351669,7.4,203,0,0,0,0
tm1020293,Dearest Boy,2021,,90,tt13524066,6.1,240,0,0,0,0
ts282291,Generation 56K,2021,TV-14,30,tt13524842,7.4,2317,0,0,0,0
ts31593,Pororo the Little Penguin,2016,,8,tt13527330,6.3,88,0,0,0,0
tm130647,Chloe,2009,R,99,tt1352824,6.3,72916,0,0,0,0
tm982569,London Hughes: To Catch A D*ck,2020,,60,tt13528526,4.7,318,0,0,0,0
tm977620,Asakusa Kid,2021,,123,tt13528562,7.1,1090,0,0,0,0
tm977782,Shawn Mendes: Live in Concert,2020,PG,87,tt13528990,7.1,316,0,0,0,0
tm1109843,Meenakshi Sundareshwar,2021,,141,tt13529034,7.4,17141,0,1,0,0
tm983849,Vir Das: Outside in - The Lockdown Special,2020,,50,tt13529992,6.5,256,0,0,0,0
tm1020701,La Vocera,2020,,82,tt13532214,7.2,54,0,0,0,0
ts269157,Room 2806: The Accusation,2020,TV-MA,49,tt13540900,7.0,2298,0,0,0,0
ts297729,Quarantine Tales,2021,TV-MA,20,tt13555930,6.6,2279,0,0,0,0
ts269286,Once Upon a Time... Happily Never After,2022,TV-MA,30,tt13560186,5.4,437,0,0,0,0
ts270439,Best Leftovers Ever!,2020,TV-G,36,tt13563634,5.6,515,0,0,0,0
tm981451,Death to 2020,2020,,71,tt13567480,6.8,38301,0,0,0,0
ts269501,BREAK IT ALL: The History of Rock in Latin America,2020,TV-MA,50,tt13570366,7.6,1215,0,0,0,0
ts288832,I Heart Arlo,2021,TV-Y7,15,tt13573450,7.0,204,0,0,0,0
tm1020851,Back to the Outback,2021,PG,95,tt13575806,6.5,7328,0,0,0,0
tm1049317,Upcoming Summer,2021,,115,tt13575838,6.7,439,0,0,0,0
tm984935,Rhys Nicholson: Live at the Athenaeum,2020,,65,tt13583120,7.6,296,0,0,0,0
tm982887,The Minimalists: Less Is Now,2021,,53,tt13583144,5.9,4027,0,0,0,0
tm980657,The Soul,2021,,130,tt13598976,6.6,2676,0,0,0,0
tm1018592,A Perfect Fit,2021,,112,tt13606090,5.3,557,0,0,0,0
ts269690,Schulz Saves America,2020,TV-MA,17,tt13607518,7.3,1069,0,0,0,0
tm981770,An Unremarkable Christmas,2020,,83,tt13607632,3.2,139,0,0,0,0
tm925702,Andre and His Olive Tree,2020,,104,tt13610390,6.6,201,0,0,0,0
tm1120543,The Bubble,2022,R,126,tt13610562,4.7,20080,0,0,0,0
tm982100,"ariana grande: excuse me, i love you",2020,,97,tt13615386,6.3,2540,0,0,0,0
ts269493,Headspace Guide to Meditation,2021,TV-G,22,tt13617024,8.4,1540,0,0,0,0
ts269676,History of Swear Words,2021,TV-MA,21,tt13617060,6.4,4776,0,0,0,0
tm1092892,Found,2021,PG,97,tt13622146,7.5,1145,0,0,0,0
ts271321,Beyond Evil,2021,TV-MA,66,tt13634872,8.1,2776,0,0,0,0
tm983668,Misha and the Wolves,2021,PG-13,90,tt13648220,6.7,2303,0,0,0,0
tm987599,Best of Stand-up 2020,2020,,76,tt13649688,5.4,601,0,0,0,0
ts29800,Surviving Death,2021,TV-MA,54,tt13649692,6.1,1991,0,0,0,0
tm983466,"Crack: Cocaine, Corruption & Conspiracy",2021,,89,tt13649700,6.7,3260,0,0,0,0
tm136257,Beasts of No Nation,2015,R,137,tt1365050,7.7,80129,0,1,0,0
ts271413,Night Stalker: The Hunt for a Serial Killer,2021,TV-MA,47,tt13651632,7.5,23939,0,0,0,1
ts268997,Futmalls.com,2020,TV-14,40,tt13652552,6.4,182,0,0,0,0
ts310057,True Story,2021,TV-MA,39,tt13655456,7.5,16927,0,0,0,1
ts270616,We Are: The Brooklyn Saints,2021,TV-14,47,tt13656220,6.5,156,0,0,0,0
tm993616,The Tambour of Retribution,2021,,92,tt13657102,6.9,966,0,0,0,0
ts277126,Black Space,2020,TV-MA,46,tt13660638,6.7,1758,0,0,0,0
ts270405,Pretend It's a City,2021,TV-14,29,tt13660958,8.1,7096,0,0,0,0
ts271025,Bling Empire,2021,TV-MA,39,tt13660962,5.8,2608,0,0,0,0
tm244274,Lowriders,2017,PG-13,99,tt1366338,5.6,2519,0,0,0,0
tm831387,What Happened to Mr Cha?,2021,,102,tt13667212,4.3,349,0,0,0,0
tm996996,The Misadventures of Hedi and Cokeman,2021,,99,tt13669344,4.4,624,0,0,0,0
ts270807,"Hello, Me!",2021,,61,tt13670090,7.3,538,0,0,0,0
ts269881,Record of Ragnarok,2021,TV-MA,24,tt13676344,6.2,4647,0,0,0,0
tm1119136,Game Changer,2021,,102,tt13677352,4.4,109,0,0,0,0
tm1011188,Meskina,2021,,98,tt13691036,5.6,826,0,0,0,0
tm1011248,30 March,2021,,99,tt13694540,4.4,96,0,0,0,0
tm988879,Tony Parker: The Final Shot,2021,,98,tt13696668,6.8,1364,0,0,0,0
tm1111595,A California Christmas: City Lights,2021,PG-13,105,tt13701962,5.5,2231,0,0,0,0
ts272515,Dealer,2021,TV-MA,32,tt13702252,6.1,659,0,0,0,0
ts21688,Boys Over Flowers,2009,TV-14,64,tt1370334,7.9,11579,0,0,0,1
ts225162,Babies,2020,TV-PG,38,tt13705052,6.6,2279,0,0,0,0
ts271048,Mighty Little Bheem: Kite Festival,2021,,0,tt13711094,8.8,16,0,0,0,0
ts268835,Sisyphus,2021,,71,tt13715448,7.0,3688,0,0,0,0
tm1102891,Grudge,2021,,104,tt13717980,5.5,4185,0,0,0,0
tm142153,Kisaan,2009,,100,tt1372266,5.5,302,0,0,0,0
tm988801,June & Kopi,2021,,90,tt13728764,6.3,529,0,0,0,0
tm986700,All My Friends Are Dead,2020,,95,tt13728990,5.8,6126,0,0,0,0
tm1106212,Photocopier,2021,,130,tt13729220,6.8,2815,0,0,0,0
ts270465,SanPa: Sins of the Savior,2020,,57,tt13731400,7.8,1488,0,0,0,0
tm103133,Karthik Calling Karthik,2010,PG,135,tt1373156,7.1,11944,0,1,0,0
ts306322,The Unlikely Murderer,2021,TV-MA,46,tt13735930,7.0,3954,0,0,0,0
tm976632,Indoo Ki Jawani,2020,,115,tt13755582,3.0,6075,0,0,0,0
tm92641,Inception,2010,PG-13,148,tt1375666,8.8,2268288,1,1,0,0
tm93055,Grown Ups,2010,PG-13,102,tt1375670,5.9,247229,0,0,0,0
tm1021689,The Door Into Summer,2021,,118,tt13757540,6.3,594,0,0,0,0
tm181092,Race 2,2013,,150,tt1375789,5.3,16302,0,0,0,0
tm823350,Luccas Neto in: Summer Camp,2019,G,87,tt13766476,2.8,52,0,0,0,0
tm988613,Madam Chief Minister,2021,,123,tt13773882,4.8,1744,0,0,0,0
tm975741,Octonauts: The Ring of Fire,2021,G,72,tt13779166,6.5,126,0,0,0,0
tm1013111,1000 Miles from Christmas,2021,,102,tt13782052,5.7,1483,0,0,0,0
ts268099,LEGO Marvel Avengers: Climate Conundrum,2020,TV-Y7,22,tt13783758,6.6,65,0,0,0,0
ts314962,Stories of a Generation - with Pope Francis,2021,TV-14,46,tt13784364,7.4,202,0,0,0,0
tm985712,"Strip Down, Rise Up",2021,R,112,tt13787118,5.3,634,0,0,0,0
ts271593,Spycraft,2021,TV-MA,34,tt13789092,6.7,1976,0,0,0,0
ts76771,Stretch Armstrong & the Flex Fighters,2017,TV-G,23,tt1379164,6.2,307,0,0,0,0
tm1013697,Nneka the Pretty Serpent,2020,,140,tt13809646,3.8,118,0,0,0,0
ts270798,Love (ft. Marriage and Divorce),2021,TV-PG,69,tt13814840,6.6,433,0,0,0,0
tm989672,Creating The Queen's Gambit,2021,PG-13,14,tt13818410,6.9,577,0,0,0,0
tm834653,The Knight and the Princess,2019,PG,97,tt13819560,5.9,375,0,0,0,0
tm1166020,The Takedown,2022,,119,tt13822738,5.7,1768,0,0,0,0
tm1077201,Stuck Together,2021,,126,tt13834006,6.3,6699,0,0,0,0
tm843345,Pinkfong & Baby Shark's Space Adventure,2019,,66,tt13836494,5.1,74,0,0,0,0
ts271595,Crime Scene: The Vanishing at the Cecil Hotel,2021,TV-MA,55,tt13840586,5.9,16799,0,0,0,0
tm991351,Pelé,2021,PG-13,108,tt13842562,7.0,4169,0,0,0,0
ts223115,The Charming Stepmom,2019,TV-14,56,tt13846404,7.8,17,0,0,0,0
tm1000185,Squared Love,2021,,102,tt13846542,5.0,3059,0,0,0,0
ts287853,Coyotes,2021,,45,tt13847924,5.1,293,0,0,0,0
ts272422,Buried by the Bernards,2021,TV-14,0,tt13848380,7.3,339,0,0,0,0
tm995613,Animals on the Loose: A You vs. Wild Interactive Movie,2021,,45,tt13853720,5.8,928,0,0,0,0
tm1014599,Fine Wine,2021,,100,tt13857480,6.9,39,0,0,0,0
tm101249,Cop Out,2010,R,107,tt1385867,5.5,87673,0,0,0,0
tm102740,The Other Guys,2010,,107,tt1386588,6.6,263019,0,0,0,0
tm989502,Wish You,2021,,101,tt13866142,6.4,804,0,0,0,0
tm322243,Shimmer Lake,2017,,83,tt1386691,6.3,14098,0,0,0,0
tm74848,Total Recall,2012,PG-13,120,tt1386703,6.2,252051,0,0,0,0
tm103095,Ip Man 2,2010,R,108,tt1386932,7.5,103673,0,1,0,0
tm1014947,Against the Ice,2022,,102,tt13873302,6.5,18057,0,0,0,0
ts273317,Pitta Kathalu,2021,TV-MA,37,tt13879000,5.1,727,0,0,0,0
ts272980,The One,2021,TV-MA,42,tt13879466,6.6,12367,0,0,0,0
tm1015103,The Seven Deadly Sins: Cursed by Light,2021,,79,tt13884144,6.4,865,0,0,0,0
ts275448,Navillera,2021,,64,tt13885302,8.8,2024,0,0,0,0
ts279953,Law School,2021,,60,tt13885336,8.1,2024,0,0,0,0
ts286386,The Big Day,2021,TV-MA,45,tt13887518,4.6,327,0,0,0,0
ts236347,Thus Spoke Kishibe Rohan,2017,TV-MA,24,tt13887556,7.6,1131,0,0,0,0
tm1015303,RattleSnake: The Ahanna Story,2020,,135,tt13890834,5.3,101,0,0,0,0
tm139349,Jim Gaffigan: King Baby,2009,,72,tt1390471,7.7,2548,0,0,0,0
tm130999,Dhoondte Reh Jaaoge,2009,PG,135,tt1391544,5.6,812,0,0,0,0
tm1015884,African America,2021,,96,tt13920016,5.2,63,0,0,0,0
tm998858,Brian Regan: On the Rocks,2021,,58,tt13926994,6.9,601,0,0,0,0
tm95507,Chance Pe Dance,2010,G,121,tt1392744,4.8,2968,0,0,0,0
tm1001267,Secret Magic Control Agency,2021,,104,tt13932162,6.2,3948,0,0,0,0
ts272092,Canine Intervention,2021,TV-14,35,tt13932598,6.5,886,0,0,0,0
tm988736,Chris Rock Total Blackout: The Tamborine Extended Cut,2021,PG-13,97,tt13935770,7.0,286,0,0,0,0
tm942277,Accomplice,2021,,52,tt13947978,7.2,361,0,0,0,0
tm96168,Once Upon a Time in Mumbaai,2010,PG-13,132,tt1395054,7.4,17494,0,1,0,0
