person_id,name
984,Mel Gorham
985,Chris Carolan
986,Debra Kovner-Zaks
987,Vin Diesel
988,Max Rabinowitz
989,Byron Utley
990,Anthony McGowen
991,Paul Montgomery
992,Leonard Tepper
993,Vincent Pastore
994,Howard Feller
995,Libby Titus
996,Michael Hyde
997,Tomislav Novakovic
998,Adam Bryant
999,Anthony J. Nici
1000,Oliver Block
1001,Buck Smith
1002,Joan E. MacIntosh
1003,Harry L. Seddon
1004,Jack Mulcahy
1005,Penny Marshall
1006,Rachael Louise Miller
1007,Aileen Quinn
1008,Albert Finney
1009,Carol Burnett
1010,Ann Reinking
1011,Tim Curry
1012,Bernadette Peters
1013,Geoffrey Holder
1014,Roger Minami
1015,Toni Ann Gisondi
1016,Rosanne Sorrentino
1017,Lara Berk
1018,April Lerman
1019,Robin Ignico
1020,Lucie Stewart
1021,Edward Herrmann
1022,Lois de Banzie
1023,Peter Marshall
1024,Murphy Cross
1025,Nancy Sinclair
1026,I.M. Hobson
1027,Lu Leonard
1028,Mavis Ray
1029,Pamela Blair
1030,Colleen Zenk
1031,Victor Griffin
1032,Jerome Collamore
1033,Jon Richards
1034,Wayne Cilento
1035,Ken Swofford
1036,Larry Hankin
1037,Irving Metzman
1038,Angela Martin
1039,Kurtis Sanders
1040,Danielle Miller
1041,Lisa Kieldrup
1042,Angela Lee Sloan
1043,Tina Caspary
1044,Julie Whitman
1045,Jan Mackie
1046,Shawnee Smith
1047,Amanda Peterson
1048,Jamie Flowers
1049,Cherie Michan
1050,Janet Jones
1051,Linda Saputo
1052,Sonja Haney
1053,Kari Baca
1054,Victoria Hartman
1055,Nikki D'Amico
1056,James Arcuri
1057,Pamela Joya Arcuri
1058,Ray Bolger
1059,Frank Cagno
1060,Fritzi Jane Courtney
1061,Janeen Damian
1062,Terry Eno
1063,Mark Frawley
1064,Melissa Hayden
1065,John Huston
1066,Tom Lawrence
1067,Martika
1068,Denise McKenna
1069,Lou Mulford
1070,Christi Nicholls
1071,Tammy O'Rourke
1072,Lori Randolph
1073,Meredith Salenger
1074,Timothy Scott
1075,Michael Serrecchia
1076,Dale Midkiff
1077,Fred Gwynne
1078,Denise Crosby
1079,Brad Greenquist
1080,Kavi Raz
1081,Michael Lombard
1082,Miko Hughes
1083,Blaze Berdahl
1084,Susan Blommaert
1085,Mara Clark
1086,Mary Louise Wilson
1087,Andrew Hubatsek
1088,Liz Davies
1089,Kara Dalke
1090,Stephen King
1091,Elizabeth Ureneck
1092,Chuck Courtney
1093,Peter Stader
1094,Mary Lambert
1095,Mark-Paul Gosselaar
1096,Mario López
1097,Dustin Diamond
1098,Lark Voorhies
1099,Dennis Haskins
1100,Tracy Camilla Johns
1101,Tommy Redmond Hicks
1102,John Canada Terrell
1103,Spike Lee
1104,Raye Dowell
1105,Joie Lee
1106,S. Epatha Merkerson
1107,Bill Lee
1108,Cheryl Burr
1109,Aaron Dugger
1110,Stephanie Covington
1111,Renata Cobbs
1112,Cheryl D. Singleton
1113,Monty Ross
1114,Tiziano Cortini
1115,Erik Dellums
1116,Reginald Hudlin
1117,Eric Payne
1118,Gerard Brown
1119,Ernest R. Dickerson
1120,Eric Wilkins
1121,Fab 5 Freddy
1122,Scott Sillers
1123,Geoffrey Garfield
1124,Kathy Banks
1125,Steve Nicks
1126,Steve Ning
1127,Eddie Murphy
1128,Tatyana Ali
1129,Billie Allen
1130,Samuel L. Jackson
1131,Deon Richmond
1132,Barbara Harris
1133,J. D. Hall
1134,James Brown III
1135,Eyde Byrde
1136,Birdie M. Hale
1137,Clebert Ford
1138,Leonard Jackson
1139,Jody Jones
1140,Michelle Davison
1141,Geri Gibson
1142,Robert Townsend
1143,Martin Hewitt
1144,Shirley Knight
1145,Don Murray
1146,Richard Kiley
1147,Beatrice Straight
1148,Penelope Milford
1149,James Spader
1150,Ian Ziering
1151,Jami Gertz
1152,Jeff Marcus
1153,Jamie Bernstein
1154,Walt Gorney
1155,Franco Zeffirelli
1156,Vanna White
1157,Pat Sajak
1158,Gerald McRaney
1159,Shanna Reed
1160,Matt Mulhern
1161,Jon Cypher
1162,Beverly Archer
1163,Marisa Ryan
1164,Nicole Dubuc
1165,Chelsea Hertford
1166,Steven Kynman
1167,David Carling
1168,Su Douglas
1169,Tegwen Tucker
1170,Harriet Kershaw
1171,Alex Lowe
1172,Jo Wyatt
1173,Ifan Huw Dafydd
1174,John Hasler
1175,Nigel Whitmey
1176,Gary Andrews
1177,David Jason
1178,Terry Scott
1179,Edward Kelsey
1180,Brian Trueman
1181,Toru Furuya
1182,Shuuichi Ikeda
1183,Hirotaka Suzuoki
1184,Fuyumi Shiraishi
1185,Kiyonobu Suzuki
1186,Masashi Hirose
1187,Shozo Iizuka
1188,Kaneto Shiozawa
1189,Yumi Nakatani
1190,Yasuo Matsumura
1191,Keiko Toda
1192,Toshio Furukawa
1193,Rumiko Ukai
1194,Yō Inoue
1195,Yoshiyuki Tomino
1196,Kazue Ikura
1197,Koichi Yamadera
1198,Maria Kawamura
1199,Mayumi Shou
1200,Mitsuki Yayoi
1201,Nozomu Sasaki
1202,Shingo Hiromori
1203,Shinobu Adachi
1204,Yoshiko Sakakibara
1205,Sam Kinison
1206,Denise Gallup
1207,Dian Gallup
1208,Hugh Hefner
1209,Walter C. Miller
1210,Tim Allen
1211,Ellen Brown
1212,Terry Hughes
1213,Denzel Washington
1214,Lynn Whitfield
1215,Earl Billings
1216,Ray Buktenica
1217,Akosua Busia
1218,Michael Milburn
1219,Richard Masur
1220,Virginia Capers
1221,Barbara Townsend
1222,J.A. Preston
1223,Bill Henderson
1224,Brent Jennings
1225,Terrance Ellis
1226,Michael C. Matthews
1227,Ken Sagoes
1228,Eric Laneuville
1229,Jill Clayburgh
1230,Brad Davis
1231,Sam Behrens
1232,Gary Frank
1233,James Handy
1234,Mark Harelik
1235,Season Hubley
1236,Terence Knox
1237,Joseph Mazzello
1238,John Mazzello
1239,Linda Otto
1240,Luis Brandoni
1241,China Zorrilla
1242,Antonio Gasalla
1243,Julio De Grazia
1244,Betiana Blum
1245,Juan Manuel Tenuta
1246,Mónica Villa
1247,Enrique Pinti
1248,Darío Grandinetti
1249,Cecilia Rossetto
1250,Andrea Tenuta
1251,Lidia Catalano
1252,Clotilde Borella
1253,José Andrada
1254,Miguel Ángel Porro
1255,Gofredo Colombo
1256,Juan Acosta
1257,Alejandro Doria
1258,Keiko Han
1259,Banjo Ginga
1260,Mami Koyama
1261,Hidekatsu Shibata
1262,Sherry Lynn
1263,Mithun Chakraborty
1264,Madhavi
1265,Neelam Kothari
1266,Archana Puran Singh
1267,Alok Nath
1268,Rohini Hattangadi
1269,Tinnu Anand
1270,Vikram Gokhale
1271,Master Manjunath
1272,Sharat Saxena
1273,Avtar Gill
1274,Aanjjan Srivastav
1275,Bob Christo
1276,Mukul Anand
1277,Steve Martin
1278,Ricky Schroder
1279,Debra Mooney
1280,Mary-Louise Parker
1281,Jon DeVries
