id,country,production_id
tm62176,IN,4
tm52815,IN,4
tm52871,IN,4
ts34435,JP,9
ts22080,FR,5
tm133914,GB,3
tm24877,US,2
tm62385,IN,4
tm48083,FR,5
ts18010,US,2
tm35463,US,2
tm41525,MX,27
ts22286,JP,9
tm27601,IN,4
ts11397,US,2
tm336403,IN,4
tm42397,IN,4
ts19036,US,2
ts19036,CA,20
tm344089,IN,4
ts21567,US,2
ts20981,US,2
tm371359,IN,4
tm311264,IN,4
tm203186,LB,10
tm114476,US,2
tm46436,CA,20
tm46436,US,2
ts21581,US,2
tm25389,IN,4
tm36475,IN,4
tm21911,US,2
tm118637,US,2
tm44486,US,2
tm111600,US,2
tm105329,US,2
tm152839,US,2
ts85138,US,2
tm334788,IN,4
tm57190,US,2
tm356209,IN,4
tm51493,TR,28
ts20398,AU,19
tm110923,PS,21
tm110923,FR,5
tm110923,MA,29
tm110923,DE,17
tm55303,US,2
tm58382,US,2
ts24028,GB,3
tm192301,IN,4
ts67595,CO,30
ts21664,US,2
tm145593,US,2
tm326102,IN,4
tm57169,US,2
tm57169,GB,3
ts28516,AR,12
ts21034,JP,9
ts22267,CA,20
tm61056,IN,4
ts31263,US,2
ts31263,BE,14
tm7951,US,2
tm42831,IN,4
tm109304,JP,9
tm109304,US,2
tm342996,IN,4
tm44634,US,2
tm21953,US,2
tm148379,US,2
tm112235,IN,4
tm133767,GB,3
tm133767,US,2
tm137342,US,2
tm66466,IN,4
tm102287,EG,1
tm111226,IN,4
tm139658,US,2
tm114504,IN,4
ts20358,US,2
tm49405,JP,9
tm116324,US,2
tm96595,IN,4
tm137362,US,2
tm142086,NZ,31
tm142086,JP,9
tm142086,US,2
tm112381,US,2
tm150214,IT,11
tm150214,US,2
ts2760,GB,3
tm81461,DE,17
tm81461,UY,32
tm81461,ES,18
tm81461,AR,12
ts75002,NO,24
tm81270,US,2
tm148270,US,2
tm230524,BR,23
ts56549,US,2
tm136808,US,2
tm136308,US,2
ts57705,HR,33
tm141707,US,2
tm141117,IN,4
tm144345,IN,4
tm88366,IN,4
tm254052,IN,4
ts17942,US,2
ts204466,CO,30
tm88382,CA,20
tm88382,US,2
tm411457,IN,4
tm89592,US,2
tm24088,US,2
tm134140,IN,4
tm89684,US,2
tm82985,US,2
ts22337,US,2
tm429382,US,2
tm148671,US,2
tm37546,AU,19
tm89036,US,2
tm105278,JP,9
tm82765,IN,4
tm82765,US,2
ts17156,US,2
ts32186,JP,9
tm129763,IN,4
tm160815,GB,3
tm160815,US,2
tm160815,AU,19
tm87672,MY,34
tm177068,US,2
tm167516,US,2
tm167516,DE,17
tm130301,IN,4
tm79895,US,2
tm88738,GB,3
tm88738,US,2
tm135795,FR,5
tm135795,LB,10
tm419052,IN,4
tm39030,GB,3
tm39030,US,2
tm39030,BS,35
tm39030,CZ,36
tm39030,DE,17
tm93004,IN,4
tm82718,TR,28
tm27268,US,2
tm86995,US,2
ts20339,JP,9
ts26091,FR,5
ts687,US,2
ts2230,US,2
tm159310,US,2
tm159310,DE,17
tm39487,US,2
tm138902,JP,9
tm176528,FR,5
tm176528,JP,9
tm176528,US,2
tm165593,US,2
tm86051,IN,4
tm712151,ZA,37
tm160800,GB,3
tm160800,US,2
tm160800,CA,20
tm161263,DE,17
tm161263,US,2
tm89936,KR,38
tm172683,US,2
tm85689,IN,4
ts20305,JP,9
tm23935,US,2
ts21469,US,2
tm21467,CA,20
tm21467,DE,17
tm21467,US,2
tm170169,IN,4
tm31189,US,2
ts3371,US,2
ts12701,FR,5
ts35201,JP,9
tm368679,IN,4
tm22540,IN,4
tm89012,EG,1
tm26638,US,2
tm91125,IN,4
tm96052,AR,12
tm88343,IN,4
tm169949,US,2
tm22636,CA,20
tm84613,US,2
tm84613,GB,3
tm184913,US,2
tm153284,US,2
tm29555,US,2
tm154470,US,2
tm154470,DE,17
tm154470,IT,11
tm154470,GB,3
tm164557,HK,13
tm164557,JP,9
tm85243,CA,20
tm79442,DE,17
tm79442,ES,18
tm79442,US,2
tm79442,FR,5
tm23977,CL,39
tm23977,AR,12
tm160596,GB,3
tm160596,DK,40
tm160596,NL,41
tm160596,SE,42
tm160596,CZ,36
tm278681,US,2
tm29269,IN,4
tm23441,IN,4
tm32919,US,2
tm32919,DE,17
tm164591,IN,4
tm164389,IN,4
ts6495,US,2
tm86189,CA,20
tm86189,US,2
tm82442,US,2
tm82442,HK,13
tm169719,US,2
tm22342,US,2
tm176297,IN,4
tm166293,IN,4
ts63295,ES,18
ts63295,AR,12
ts21465,US,2
tm32885,IN,4
tm30170,IN,4
tm29737,US,2
tm29737,DE,17
tm29731,IN,4
tm78592,US,2
tm31187,GB,3
tm31187,US,2
tm252951,US,2
tm175687,US,2
tm36644,US,2
tm168921,US,2
tm39557,IN,4
tm89764,JP,9
tm120609,US,2
tm165809,IN,4
tm80339,JP,9
tm33729,IN,4
tm77649,US,2
tm254745,PS,21
tm40009,US,2
tm33981,CA,20
tm70222,IN,4
tm173624,US,2
tm168869,AU,19
tm28905,US,2
tm41508,US,2
tm84906,US,2
tm84906,IS,43
tm84906,GB,3
ts20573,GB,3
ts21421,ES,18
ts21421,GB,3
tm183963,US,2
tm83175,IN,4
tm311516,IN,4
ts21706,AU,19
tm25842,US,2
tm170873,US,2
tm23077,IN,4
ts12724,US,2
tm226362,Lebanon,44
tm72587,IN,4
tm64817,US,2
ts20604,US,2
tm141390,US,2
tm76066,US,2
tm36188,GB,3
tm36188,US,2
tm78767,US,2
tm183547,CA,20
tm183547,US,2
tm68191,DE,17
ts55720,US,2
tm22294,US,2
tm346951,SA,45
tm177687,JP,9
ts29199,US,2
ts29199,GB,3
tm78790,IN,4
tm178712,US,2
tm71119,US,2
tm33545,US,2
tm455636,US,2
tm77348,IN,4
tm21956,TH,46
tm21956,IN,4
tm30289,US,2
tm172482,IN,4
tm77863,IN,4
tm199700,DE,17
tm199700,GB,3
tm199700,US,2
tm199700,BE,14
tm199700,DK,40
tm178323,US,2
tm84316,IN,4
tm22989,US,2
ts20544,JP,9
tm84371,US,2
tm74780,US,2
tm26897,GB,3
tm26897,US,2
tm78067,US,2
tm233317,US,2
tm150260,US,2
tm22558,MY,34
tm161029,US,2
tm22493,US,2
ts55939,SE,42
ts11313,JP,9
tm133374,US,2
tm25029,TW,47
tm129971,IN,4
tm87484,US,2
tm109137,US,2
tm78671,US,2
ts4,US,2
ts13411,US,2
ts86169,US,2
tm80455,IN,4
tm21155,LB,10
tm21155,FR,5
tm85563,NG,48
tm85563,GB,3
tm85563,US,2
tm85563,AT,49
tm85563,FR,5
tm85563,DE,17
tm81864,HK,13
tm184224,US,2
tm64729,US,2
tm104933,US,2
ts35155,JP,9
tm192431,US,2
ts18465,GB,3
tm44530,IN,4
ts22018,US,2
tm176356,US,2
tm176356,CA,20
tm85369,IN,4
ts33559,GB,3
ts52849,GB,3
tm83786,IN,4
tm241875,US,2
tm154187,GB,3
tm154187,US,2
tm154187,AU,19
tm154187,DE,17
tm80059,JP,9
tm76399,PH,50
tm456513,US,2
ts12787,JP,9
tm681578,US,2
tm838765,US,2
tm466255,US,2
tm822907,US,2
tm467735,,26
ts20526,US,2
tm123789,US,2
ts89331,JP,9
tm466850,,26
ts89326,KR,38
tm681614,,26
tm884616,CL,39
ts190462,US,2
tm994923,MX,27
tm460149,ID,51
tm474405,PH,50
tm474405,JP,9
ts89231,US,2
ts89259,US,2
tm893816,US,2
ts188861,US,2
ts89895,US,2
tm469400,US,2
ts90234,US,2
ts89347,US,2
tm467299,US,2
tm464435,US,2
ts191698,GB,3
ts89832,KR,38
tm679284,US,2
ts235758,US,2
ts190452,ES,18
tm462809,ID,51
ts189422,NO,24
ts223344,TR,28
tm810642,IN,4
tm464284,HK,13
tm469966,FR,5
tm469966,QA,52
tm469966,MA,29
tm461349,US,2
tm684591,AE,53
tm679270,IN,4
tm848261,IN,4
tm857461,IN,4
ts189314,US,2
ts192297,GB,3
ts192297,NL,41
tm467955,,26
tm468824,,26
ts89330,JP,9
tm838705,US,2
ts192440,US,2
tm925218,HK,13
tm925218,CN,54
tm475430,CN,54
ts191285,CN,54
tm1001095,IN,4
ts225651,GB,3
tm841825,CA,20
tm841825,IE,25
tm841825,US,2
tm981475,ES,18
tm27275,EG,1
ts188840,US,2
ts42014,US,2
tm1020073,US,2
tm466854,IN,4
tm466832,JP,9
tm469025,,26
tm45720,KW,55
ts192196,US,2
ts89740,HK,13
ts42432,KR,38
ts187443,ES,18
tm467467,US,2
ts287438,ES,18
tm855340,IN,4
tm683841,HK,13
tm683841,PH,50
tm678022,US,2
ts85568,DE,17
tm1098060,,26
tm33067,IN,4
tm678035,AE,53
tm883189,US,2
ts90023,JO,56
ts288350,US,2
ts90980,US,2
tm675820,GB,3
tm166321,US,2
tm857051,IN,4
ts91087,KR,38
tm840723,IN,4
tm469193,SN,57
tm469193,BE,14
tm469193,FR,5
tm827508,US,2
tm216753,MX,27
ts87884,NG,48
ts90093,US,2
tm468651,ZA,37
ts187541,KR,38
ts221891,MX,27
tm362072,CA,20
tm362072,US,2
tm933826,IN,4
tm921416,IN,4
tm886214,IN,4
tm854786,IN,4
tm1038327,BR,23
tm1038327,IT,11
ts311985,US,2
tm940566,IN,4
ts188367,IN,4
tm677904,NG,48
ts191121,BR,23
tm474721,,26
ts90511,MX,27
ts90995,MX,27
tm474618,US,2
tm474618,MX,27
tm473813,IN,4
ts189405,BR,23
ts185885,DE,17
tm60292,US,2
tm60292,GB,3
tm65839,DK,40
tm73058,IN,4
ts90902,KR,38
tm472411,AU,19
ts90063,CN,54
ts187386,CA,20
tm916997,US,2
tm674494,NG,48
tm676905,,26
ts90466,HK,13
tm674099,IT,11
tm675171,US,2
tm472231,ID,51
tm674063,CA,20
tm674063,GR,58
tm674063,NZ,31
tm674063,GB,3
tm674063,AU,19
ts235655,US,2
tm886193,IN,4
ts187070,US,2
tm676311,US,2
tm856375,CA,20
tm1023388,FR,5
tm470252,US,2
ts188991,MX,27
ts188991,ES,18
ts90640,LB,10
tm674135,TR,28
tm673809,DE,17
tm678851,IN,4
tm885775,US,2
tm826563,US,2
tm675214,NG,48
ts88821,CN,54
tm670553,TW,47
tm884581,BR,23
tm863823,US,2
ts3666,JP,9
ts58155,CA,20
tm813372,IN,4
ts88352,KR,38
tm814150,FR,5
tm507191,TW,47
ts214463,US,2
ts214462,CO,30
tm474496,CL,39
tm851912,IN,4
ts91039,US,2
tm1167440,NL,41
tm813695,US,2
tm813078,QA,52
tm813078,MX,27
tm813078,US,2
tm813078,CH,59
tm813078,AR,12
tm813078,BR,23
tm813078,DE,17
ts214192,MX,27
ts214280,MX,27
tm813634,IN,4
tm834715,IN,4
ts89679,TW,47
ts213232,US,2
tm65142,JP,9
tm475836,US,2
tm813936,US,2
ts103209,US,2
tm813938,US,2
tm475783,US,2
tm95252,US,2
tm813929,NG,48
ts214579,JP,9
ts296153,US,2
tm983730,US,2
ts213820,US,2
tm920096,,26
ts90696,,26
tm813423,US,2
tm813423,NL,41
tm813423,CA,20
tm813423,LB,10
tm810423,US,2
tm812916,FR,5
ts213544,KR,38
tm813075,US,2
tm1038344,US,2
ts225716,FR,5
tm812998,TR,28
tm812593,CO,30
tm146887,IN,4
ts254656,US,2
tm812781,US,2
tm812783,,26
ts213611,TH,46
tm811954,IN,4
ts85515,TH,46
tm815438,EG,1
ts215166,JP,9
tm983270,US,2
tm360618,GE,60
tm59428,US,2
tm893799,BE,14
tm893799,FR,5
ts87599,CN,54
ts215178,US,2
ts252505,US,2
ts216493,JP,9
tm816038,JP,9
tm31564,US,2
ts76793,US,2
ts215012,US,2
tm993435,NZ,31
ts215046,LU,61
tm811971,,26
tm815509,,26
ts214861,US,2
ts215037,US,2
ts254568,DE,17
tm816983,KW,55
tm816992,HK,13
tm816992,CN,54
tm814894,ES,18
tm821143,US,2
tm817075,PL,62
tm816591,PL,62
ts215378,TR,28
tm816593,US,2
tm819950,CZ,36
tm819950,FR,5
tm819950,GB,3
tm1031016,NG,48
tm818266,LT,63
tm818266,NL,41
tm818266,BE,14
tm1002815,CA,20
tm1002815,US,2
tm818154,US,2
ts215869,,26
ts215862,US,2
tm454824,RU,64
tm453862,KR,38
tm818239,IN,4
tm832916,US,2
tm814953,ID,51
tm836674,US,2
ts215989,SE,42
ts216513,,26
tm935388,IN,4
ts246178,JP,9
tm1113921,,26
tm819641,,26
ts216474,IT,11
ts216407,US,2
tm819054,BE,14
tm819054,FR,5
ts215683,CN,54
tm819841,PH,50
tm819497,DE,17
tm817542,JP,9
ts215951,US,2
tm819107,US,2
tm819016,CO,30
ts215691,US,2
tm834291,,26
tm833638,JP,9
tm817284,ID,51
ts216744,,26
ts27459,CN,54
tm33113,US,2
tm33113,DE,17
tm974366,US,2
tm821662,IN,4
ts237722,US,2
tm821789,US,2
ts217045,JP,9
ts282155,IT,11
ts217050,,26
tm820190,KR,38
tm938227,US,2
tm935895,US,2
tm935895,IT,11
ts89656,CN,54
tm38896,US,2
ts288489,JP,9
tm822099,,26
tm822167,PH,50
ts217231,GB,3
tm822210,,26
tm822246,US,2
tm822271,ID,51
tm822272,ID,51
tm908529,MX,27
ts41961,US,2
ts217356,IN,4
ts217389,IN,4
tm823488,CA,20
tm822502,BR,23
ts85822,IN,4
tm856634,GB,3
tm856634,IN,4
tm822596,DE,17
tm821164,US,2
tm821164,JP,9
tm1147890,IT,11
ts223308,US,2
tm898474,FR,5
tm860261,US,2
ts89291,FR,5
ts218569,US,2
ts218564,US,2
tm827168,JP,9
tm827168,US,2
tm847998,US,2
ts90356,JP,9
ts218500,US,2
ts218504,CA,20
ts271726,US,2
ts218000,LB,10
tm825934,CA,20
tm825934,US,2
tm825952,US,2
tm1075215,US,2
tm825714,US,2
ts217719,US,2
ts218367,AR,12
tm840196,US,2
tm894619,CA,20
tm894619,US,2
ts218277,AR,12
ts218307,US,2
tm24576,JP,9
ts218176,US,2
tm948128,CH,59
tm948128,US,2
tm832903,BR,23
tm898614,US,2
ts256853,CN,54
tm825210,BR,23
tm983658,US,2
ts37200,FR,5
tm825102,US,2
tm825102,GB,3
ts90095,JO,56
tm1093099,US,2
ts218776,,26
tm827304,US,2
tm1020820,GB,3
tm1020820,US,2
tm835869,US,2
tm835869,IL,65
ts219895,US,2
tm929630,US,2
tm47325,FR,5
tm830151,ID,51
tm39896,US,2
tm824566,PS,21
tm824566,DK,40
tm824566,LB,10
ts218802,US,2
ts219660,JP,9
tm933639,US,2
tm977478,US,2
ts21979,FR,5
tm931436,FR,5
tm931436,JP,9
tm931436,GB,3
tm931436,US,2
tm931436,CA,20
ts213071,TH,46
tm827142,US,2
ts219561,US,2
ts80959,IN,4
ts279892,US,2
tm843938,IT,11
tm827648,US,2
ts219423,US,2
ts219422,KR,38
tm828570,IN,4
ts296472,DK,40
ts252758,US,2
tm160361,US,2
ts219162,US,2
ts289334,,26
tm1042481,CA,20
tm830833,US,2
tm832843,US,2
tm827216,GB,3
tm827216,US,2
tm832844,GB,3
tm919106,GB,3
tm827640,US,2
tm832684,US,2
tm820338,TW,47
ts220751,CA,20
ts219101,FR,5
tm832463,IN,4
tm824559,US,2
tm832345,PL,62
tm832289,NG,48
tm824560,NG,48
tm918706,US,2
ts256007,SE,42
ts300391,AU,19
ts300391,US,2
ts220553,GB,3
ts223084,TW,47
ts220552,US,2
ts220552,FR,5
tm993838,AU,19
tm29028,ES,18
tm29028,CH,59
tm29028,PS,21
tm29028,BE,14
tm29028,FR,5
tm831934,NG,48
tm932609,IT,11
tm831873,AR,12
tm828317,GB,3
ts220196,US,2
ts220305,KR,38
ts287836,BE,14
ts221851,KR,38
tm31335,IN,4
ts225657,US,2
tm828326,US,2
tm833361,,26
tm836501,,26
tm849323,IN,4
ts236182,US,2
ts221174,CN,54
tm885805,US,2
tm76835,IN,4
tm852662,IT,11
ts22011,CA,20
tm76029,GB,3
tm76029,FR,5
tm76029,LB,10
ts287722,US,2
tm835512,US,2
tm945448,FR,5
tm836077,CO,30
ts42156,CA,20
ts222049,US,2
tm834664,US,2
tm820116,FR,5
tm833216,US,2
tm835958,CA,20
tm824855,PH,50
ts221200,US,2
ts271517,US,2
tm835486,US,2
ts222599,US,2
ts221151,US,2
tm835445,US,2
tm835432,ES,18
tm834608,UY,32
ts221363,DE,17
ts222362,,26
ts222512,,26
tm848443,IN,4
tm845594,IN,4
tm867288,,26
tm862830,ZA,37
tm922788,US,2
ts87372,JP,9
tm867681,IN,4
tm918373,US,2
ts216522,JP,9
tm837843,US,2
tm837843,GB,3
tm837843,DE,17
ts223450,KR,38
ts222367,DE,17
ts282131,GB,3
tm27484,IN,4
tm885669,US,2
tm836449,JP,9
ts223238,KR,38
tm924556,IN,4
ts144323,US,2
tm838022,IN,4
tm852060,AR,12
ts228255,FR,5
tm839479,PH,50
ts228502,US,2
ts321918,US,2
tm140389,FR,5
tm140389,GB,3
tm140389,US,2
tm868777,US,2
ts237972,IS,43
tm987730,IN,4
tm840208,GB,3
tm972519,IT,11
ts222333,US,2
ts255926,US,2
tm890660,ES,18
tm840236,ID,51
ts222634,BR,23
tm869307,NG,48
tm869475,IN,4
tm1027177,IN,4
ts221749,JP,9
ts223659,IN,4
tm841239,US,2
ts229123,IN,4
ts222625,CN,54
tm854876,IT,11
tm919961,HU,66
tm919961,US,2
tm919961,CA,20
tm842976,AR,12
tm840216,US,2
tm840438,,26
tm863514,IN,4
ts222455,US,2
ts222455,IL,65
tm840224,US,2
ts222803,PE,22
ts222803,AR,12
ts223110,US,2
tm842869,FR,5
ts229335,SE,42
tm27168,US,2
tm850454,US,2
tm1160424,TH,46
tm1110241,IN,4
tm1002408,DE,17
tm844201,US,2
tm845942,US,2
ts229537,US,2
ts222980,US,2
ts188031,US,2
tm75544,IN,4
ts229700,,26
tm141648,US,2
tm141648,GB,3
tm141648,CN,54
tm141648,CA,20
tm982470,TR,28
tm1036797,IN,4
ts222942,US,2
ts222687,,26
ts223098,BR,23
tm888243,US,2
tm863611,IN,4
tm1092864,DE,17
tm1092864,GB,3
tm1092864,US,2
tm156001,US,2
ts223240,KR,38
tm858954,PL,62
ts222835,DE,17
tm871330,US,2
tm844662,US,2
tm1027639,IN,4
tm843276,AR,12
ts272185,KR,38
ts23319,GB,3
ts222802,CN,54
tm852775,IN,4
tm984204,US,2
tm148147,CA,20
tm148147,US,2
tm1187913,ES,18
tm844642,US,2
ts222933,FR,5
ts226468,IT,11
tm863829,ID,51
ts87361,AU,19
tm846166,CN,54
tm846166,DE,17
tm846166,GB,3
tm1166288,CA,20
ts68146,GB,3
tm845616,TH,46
ts221041,TH,46
tm936236,NO,24
tm936236,FI,67
tm856378,US,2
tm1022912,IN,4
tm849599,AR,12
ts222864,CN,54
tm1151272,IN,4
ts223126,US,2
tm979182,SE,42
ts270910,US,2
ts222917,US,2
tm845607,US,2
tm845020,,26
tm846586,ID,51
tm830795,TH,46
ts12815,US,2
ts223210,US,2
ts223210,GB,3
tm843768,US,2
tm844513,BR,23
ts222901,TW,47
tm977704,GB,3
ts223537,US,2
ts227473,US,2
tm1110205,MX,27
tm998033,IN,4
ts222606,KR,38
tm976519,US,2
tm845532,US,2
tm847630,IT,11
tm872108,US,2
tm845415,US,2
tm846964,US,2
ts223589,US,2
tm845535,GB,3
tm845535,US,2
tm845535,CN,54
tm845484,US,2
ts219080,SE,42
ts87471,JP,9
tm844208,ES,18
tm872496,PL,62
tm897794,NG,48
ts218890,JP,9
tm919864,IN,4
ts223981,US,2
tm990972,IT,11
tm872732,GB,3
ts223982,FR,5
ts230973,JP,9
tm1142245,IN,4
tm143938,US,2
tm873159,CN,54
ts231159,,26
ts224261,DE,17
tm983722,PL,62
tm898699,US,2
tm847085,US,2
ts314742,US,2
ts231260,,26
tm873354,,26
tm873357,,26
tm855827,US,2
ts223759,US,2
tm946795,NG,48
tm850822,,26
tm873655,NG,48
ts75263,US,2
tm847629,GB,3
tm851860,MX,27
ts223456,US,2
tm941531,IT,11
ts80720,CN,54
tm1019865,IN,4
tm844978,GT,68
tm844978,UY,32
ts221472,EG,1
ts223121,TH,46
tm1166024,GB,3
tm942240,BR,23
tm942240,MX,27
tm131038,US,2
tm839761,PH,50
tm854454,IN,4
ts225539,KR,38
ts226410,CN,54
tm851128,FR,5
ts288353,BR,23
ts82085,JP,9
tm839411,IT,11
ts223948,,26
tm848444,SA,45
tm863992,ES,18
tm62369,CN,54
tm62369,HK,13
tm851346,US,2
ts224906,CN,54
ts232107,KR,38
ts284885,XX,69
tm859005,AR,12
tm954297,BR,23
ts224859,US,2
ts35628,CA,20
tm1024062,IN,4
tm852996,US,2
tm36164,JP,9
tm1027081,GB,3
tm1027081,DE,17
tm851499,IN,4
ts232506,TR,28
ts189629,AR,12
tm173195,US,2
tm173195,HU,66
tm173195,IT,11
tm875736,,26
tm846354,ID,51
tm893874,IN,4
tm926528,IN,4
tm917974,US,2
tm1003034,PL,62
tm1003034,KR,38
tm1003034,US,2
tm876083,ES,18
tm851599,ID,51
ts306090,JP,9
tm917822,US,2
ts302312,ES,18
tm985550,ES,18
tm876608,ES,18
ts233367,ES,18
tm1142224,GB,3
ts285422,EG,1
tm36636,IN,4
ts304505,US,2
tm852728,ID,51
ts273318,US,2
ts233530,,26
tm876997,IN,4
ts225377,IO,70
tm998726,FR,5
ts22005,CA,20
ts233732,,26
tm854669,US,2
tm154375,IN,4
tm1087956,US,2
tm846630,ID,51
tm877456,US,2
ts224303,CN,54
tm946869,US,2
tm993670,US,2
ts90789,US,2
tm853910,MX,27
tm856945,CA,20
tm856945,US,2
tm925186,AO,71
tm925186,ZA,37
ts223192,KR,38
tm877681,US,2
tm877746,,26
tm453850,KR,38
tm52352,US,2
tm102337,US,2
tm937814,US,2
tm937814,AT,49
tm937814,GB,3
tm35895,BR,23
tm854261,TR,28
tm57586,IN,4
tm898842,,26
ts223895,KR,38
tm1033470,US,2
tm858000,JP,9
tm857399,US,2
tm856593,US,2
ts222325,DE,17
tm878333,JP,9
tm981676,BR,23
tm1047951,NG,48
ts225544,US,2
ts234505,FR,5
ts227305,US,2
ts226588,US,2
tm857397,AR,12
ts315066,FR,5
ts234501,US,2
tm878492,NG,48
tm878495,,26
ts225787,US,2
ts225645,US,2
tm878575,ID,51
ts242210,KR,38
tm1101878,US,2
tm54147,US,2
tm54147,IN,4
tm152724,IN,4
ts234817,US,2
tm933447,,26
tm857187,US,2
tm878842,US,2
tm1080697,TZ,72
tm1080697,GB,3
tm971819,,26
tm142564,IN,4
ts225708,SA,45
tm878995,US,2
tm59880,US,2
tm1022103,ES,18
tm1040337,IT,11
tm1138477,US,2
ts288065,US,2
tm863280,MY,34
ts222988,AU,19
tm881162,US,2
tm907704,US,2
ts268592,XX,69
tm879556,US,2
tm879609,GB,3
tm879609,CA,20
tm879685,,26
tm1138870,IN,4
tm918777,ID,51
ts237109,MX,27
ts235563,MX,27
ts283080,MX,27
ts235689,CN,54
ts235689,TW,47
ts57080,US,2
ts235916,IN,4
tm1143258,IN,4
tm881984,IN,4
tm852097,JP,9
ts237104,GB,3
ts226617,US,2
ts226602,US,2
tm898285,,26
ts287045,TR,28
ts237096,US,2
ts227412,GB,3
tm881891,US,2
tm883070,SE,42
tm866782,TR,28
tm853783,GB,3
ts21197,GB,3
tm855075,JP,9
tm1037519,CA,20
tm887450,CA,20
ts225410,MX,27
ts236531,US,2
tm884369,CA,20
ts218888,JP,9
tm886188,IT,11
tm150521,HK,13
tm854682,MX,27
ts236332,US,2
tm882887,US,2
tm882887,AR,12
ts236747,US,2
ts244930,US,2
ts242244,JP,9
ts215718,KR,38
ts236051,ES,18
tm885948,IN,4
tm899554,GH,15
tm34524,JP,9
tm414584,US,2
tm414584,CN,54
ts45322,CN,54
tm883441,ES,18
ts235979,TW,47
ts237071,JP,9
ts25765,JP,9
ts78913,KR,38
ts154625,FR,5
ts239188,AT,49
ts239188,DE,17
tm887369,US,2
tm34331,US,2
tm97544,IN,4
tm97544,CA,20
tm97544,US,2
tm855483,US,2
tm849937,MU,73
ts237487,US,2
tm1075698,US,2
ts237111,AR,12
tm904862,NL,41
ts236653,US,2
tm887052,US,2
ts237556,CO,30
ts236769,US,2
ts236725,US,2
tm975616,BR,23
tm16812,IN,4
tm93225,US,2
tm93225,AU,19
ts60663,SG,74
ts237208,GB,3
ts237208,US,2
tm30205,HK,13
tm30205,CN,54
tm32915,IN,4
tm52176,IN,4
ts243780,SG,74
ts243780,US,2
tm866495,ID,51
tm890674,US,2
ts29581,SG,74
ts251675,KR,38
tm44378,CL,39
tm894241,IN,4
ts225430,KR,38
ts222609,KR,38
tm849871,,26
tm856545,AR,12
tm898322,NG,48
tm833382,TR,28
tm94606,GB,3
tm94606,US,2
tm1087383,SE,42
tm37945,IN,4
ts240453,SE,42
tm156575,IN,4
ts237560,US,2
ts237513,JP,9
tm90864,US,2
ts82281,JP,9
ts243189,,26
tm892081,US,2
tm893510,IN,4
ts34414,CO,30
tm1087461,GB,3
tm1087461,SE,42
tm147211,GB,3
tm147211,US,2
tm893680,US,2
tm896246,US,2
ts240807,,26
ts242820,US,2
ts84993,US,2
ts329882,ES,18
tm1046627,CA,20
tm212968,US,2
tm898773,IN,4
tm901947,TW,47
tm901961,TH,46
ts77405,KR,38
ts256783,US,2
tm890479,US,2
tm49865,IN,4
tm217228,US,2
tm1000551,NG,48
tm902993,US,2
tm148041,IN,4
ts241248,US,2
ts241248,GB,3
ts241246,,26
ts250920,US,2
ts241296,,26
tm28024,PH,50
ts236850,LB,10
tm902870,US,2
ts223404,KR,38
tm910612,BE,14
ts250172,BR,23
tm1099342,,26
tm910999,MX,27
tm907872,,26
ts238316,,26
tm1149814,ZA,37
ts250092,JP,9
ts237751,PH,50
ts223242,KR,38
tm155761,IN,4
tm925785,,26
tm842817,NG,48
ts250803,GB,3
ts250803,US,2
ts250801,MX,27
tm201222,SE,42
tm201222,CA,20
tm201222,FI,67
tm201222,FR,5
tm201222,DE,17
tm1027712,AU,19
tm908777,BR,23
tm970327,,26
ts252166,KR,38
ts267062,ZA,37
tm918043,IN,4
ts266966,KW,55
ts266898,BR,23
tm912415,,26
tm946277,IN,4
ts251094,IN,4
ts251094,US,2
ts250997,US,2
tm912373,US,2
ts250872,US,2
ts251272,US,2
ts250912,US,2
tm912399,FR,5
ts250871,US,2
tm912400,GB,3
tm912327,KR,38
tm318206,US,2
tm917325,US,2
ts1464,CO,30
ts238242,CO,30
ts272463,US,2
ts265991,ES,18
ts265844,,26
ts251119,TH,46
tm938466,NL,41
tm810504,KR,38
tm35652,IN,4
ts251072,TH,46
ts85985,US,2
tm976166,US,2
tm991529,IT,11
tm853485,,26
tm160371,US,2
tm234980,TW,47
tm918026,,26
tm853113,,26
ts343427,US,2
ts268758,IN,4
tm927926,MX,27
ts251378,BR,23
tm918894,FR,5
tm917999,US,2
tm918960,CA,20
tm46867,IN,4
tm965754,,26
ts85953,US,2
tm149209,IN,4
ts314648,GB,3
ts264270,GB,3
ts264270,US,2
ts251616,DE,17
ts251607,,26
tm1092075,NL,41
tm965408,,26
ts251617,US,2
ts251621,US,2
ts251512,US,2
ts251618,GB,3
ts251615,US,2
ts251782,US,2
tm919082,GB,3
ts251929,US,2
tm50018,US,2
ts252141,AU,19
tm928541,US,2
tm1039147,US,2
tm919920,IN,4
tm980097,IT,11
tm921206,US,2
tm921206,ZA,37
tm921206,GB,3
tm919880,US,2
tm919880,GB,3
ts26322,JP,9
tm810547,KR,38
tm919903,MX,27
tm919903,CO,30
tm919903,FR,5
ts252015,US,2
tm1038355,FR,5
ts237713,US,2
tm44749,EG,1
ts250800,BR,23
tm943774,US,2
tm458292,KR,38
tm232673,US,2
tm232673,GB,3
tm86803,US,2
ts251560,KR,38
ts225102,KR,38
tm963182,US,2
